row_index,field,label_or_action,issue_type,reason,student_utterance,miniLM_labels,hope_signals,target_policy_action
8969,miniLM_labels,request_representation,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,can we like use some blocks or something to see this better?,"request_representation, physical, question",High ki_score,REPRESENTATION_TRANSLATION
8969,miniLM_labels,physical,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,can we like use some blocks or something to see this better?,"request_representation, physical, question",High ki_score,REPRESENTATION_TRANSLATION
8969,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,can we like use some blocks or something to see this better?,"request_representation, physical, question",High ki_score,REPRESENTATION_TRANSLATION
8970,miniLM_labels,request_representation,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"this proof by contradiction, like can we act it out or use some simple example with like red and blue balls to understand it better?","request_representation, physical, verbal_analogy, curiosity, question, simplification_request, example_request","High ki_score,Moderate load_risk",REPRESENTATION_TRANSLATION
8970,miniLM_labels,physical,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"this proof by contradiction, like can we act it out or use some simple example with like red and blue balls to understand it better?","request_representation, physical, verbal_analogy, curiosity, question, simplification_request, example_request","High ki_score,Moderate load_risk",REPRESENTATION_TRANSLATION
8970,miniLM_labels,curiosity,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"this proof by contradiction, like can we act it out or use some simple example with like red and blue balls to understand it better?","request_representation, physical, verbal_analogy, curiosity, question, simplification_request, example_request","High ki_score,Moderate load_risk",REPRESENTATION_TRANSLATION
8970,miniLM_labels,anxiety,obvious_missing_label,Strong cue exists but label is not assigned.,"this proof by contradiction, like can we act it out or use some simple example with like red and blue balls to understand it better?","request_representation, physical, verbal_analogy, curiosity, question, simplification_request, example_request","High ki_score,Moderate load_risk",REPRESENTATION_TRANSLATION
8970,hope_signals,Moderate load_risk,assigned_label_unsupported,No clear support from utterance or miniLM labels.,"this proof by contradiction, like can we act it out or use some simple example with like red and blue balls to understand it better?","request_representation, physical, verbal_analogy, curiosity, question, simplification_request, example_request","High ki_score,Moderate load_risk",REPRESENTATION_TRANSLATION
8971,miniLM_labels,physical,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"the solutions to linear equations na, parallel lines, intersecting lines, can we draw them on a graph with actual rulers or something?","request_representation, graphical, physical, confusion, question","Moderate load_risk,High kt_score",REPRESENTATION_TRANSLATION
8971,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"the solutions to linear equations na, parallel lines, intersecting lines, can we draw them on a graph with actual rulers or something?","request_representation, graphical, physical, confusion, question","Moderate load_risk,High kt_score",REPRESENTATION_TRANSLATION
8971,miniLM_labels,diagrammatic,obvious_missing_label,Strong cue exists but label is not assigned.,"the solutions to linear equations na, parallel lines, intersecting lines, can we draw them on a graph with actual rulers or something?","request_representation, graphical, physical, confusion, question","Moderate load_risk,High kt_score",REPRESENTATION_TRANSLATION
8971,miniLM_labels,procedural_focus,obvious_missing_label,Strong cue exists but label is not assigned.,"the solutions to linear equations na, parallel lines, intersecting lines, can we draw them on a graph with actual rulers or something?","request_representation, graphical, physical, confusion, question","Moderate load_risk,High kt_score",REPRESENTATION_TRANSLATION
8971,hope_signals,High kt_score,assigned_label_unsupported,No clear support from utterance or miniLM labels.,"the solutions to linear equations na, parallel lines, intersecting lines, can we draw them on a graph with actual rulers or something?","request_representation, graphical, physical, confusion, question","Moderate load_risk,High kt_score",REPRESENTATION_TRANSLATION
8972,miniLM_labels,request_representation,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"i learn better when i can touch things, is there any way to make this lesson more hands-on?","request_representation, physical, environmental_feedback, question","High ki_score,Active engagement",REPRESENTATION_TRANSLATION
8972,miniLM_labels,physical,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"i learn better when i can touch things, is there any way to make this lesson more hands-on?","request_representation, physical, environmental_feedback, question","High ki_score,Active engagement",REPRESENTATION_TRANSLATION
8972,miniLM_labels,environmental_feedback,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"i learn better when i can touch things, is there any way to make this lesson more hands-on?","request_representation, physical, environmental_feedback, question","High ki_score,Active engagement",REPRESENTATION_TRANSLATION
8972,miniLM_labels,low_confidence,obvious_missing_label,Strong cue exists but label is not assigned.,"i learn better when i can touch things, is there any way to make this lesson more hands-on?","request_representation, physical, environmental_feedback, question","High ki_score,Active engagement",REPRESENTATION_TRANSLATION
8973,miniLM_labels,request_representation,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"can we like fold paper or cut triangles to see how that bpt theorem works, like practically?","request_representation, physical, diagrammatic, curiosity, question","High ki_score,High ct_score",REPRESENTATION_TRANSLATION
8973,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"can we like fold paper or cut triangles to see how that bpt theorem works, like practically?","request_representation, physical, diagrammatic, curiosity, question","High ki_score,High ct_score",REPRESENTATION_TRANSLATION
8974,miniLM_labels,request_representation,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"this coordinate plane, can we plot actual points on a big grid and walk around to feel the distance?","request_representation, physical, graphical, curiosity, question","High ki_score,Active engagement",REPRESENTATION_TRANSLATION
8974,miniLM_labels,physical,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"this coordinate plane, can we plot actual points on a big grid and walk around to feel the distance?","request_representation, physical, graphical, curiosity, question","High ki_score,Active engagement",REPRESENTATION_TRANSLATION
8974,miniLM_labels,curiosity,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"this coordinate plane, can we plot actual points on a big grid and walk around to feel the distance?","request_representation, physical, graphical, curiosity, question","High ki_score,Active engagement",REPRESENTATION_TRANSLATION
8975,miniLM_labels,physical,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"can you like show me with a real object, like how it moves or changes?","request_representation, physical, question",High ki_score,REPRESENTATION_TRANSLATION
8975,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"can you like show me with a real object, like how it moves or changes?","request_representation, physical, question",High ki_score,REPRESENTATION_TRANSLATION
8976,miniLM_labels,physical,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"angle of elevation, angle of depression, i always mix them up. can we like use a torch and a wall or something to show this?","request_representation, physical, confusion, environmental_feedback, question","Moderate load_risk,High ki_score",REPRESENTATION_TRANSLATION
8976,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"angle of elevation, angle of depression, i always mix them up. can we like use a torch and a wall or something to show this?","request_representation, physical, confusion, environmental_feedback, question","Moderate load_risk,High ki_score",REPRESENTATION_TRANSLATION
8976,miniLM_labels,environmental_feedback,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"angle of elevation, angle of depression, i always mix them up. can we like use a torch and a wall or something to show this?","request_representation, physical, confusion, environmental_feedback, question","Moderate load_risk,High ki_score",REPRESENTATION_TRANSLATION
8976,miniLM_labels,recurring_error,obvious_missing_label,Strong cue exists but label is not assigned.,"angle of elevation, angle of depression, i always mix them up. can we like use a torch and a wall or something to show this?","request_representation, physical, confusion, environmental_feedback, question","Moderate load_risk,High ki_score",REPRESENTATION_TRANSLATION
8976,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"angle of elevation, angle of depression, i always mix them up. can we like use a torch and a wall or something to show this?","request_representation, physical, confusion, environmental_feedback, question","Moderate load_risk,High ki_score",REPRESENTATION_TRANSLATION
8976,miniLM_labels,misconception_clue,obvious_missing_label,Strong cue exists but label is not assigned.,"angle of elevation, angle of depression, i always mix them up. can we like use a torch and a wall or something to show this?","request_representation, physical, confusion, environmental_feedback, question","Moderate load_risk,High ki_score",REPRESENTATION_TRANSLATION
8977,miniLM_labels,physical,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"i need to do it myself to understand, can i try drawing it on a board or something?","request_representation, physical, self_monitoring, question","Active engagement,Low productive_struggle",REPRESENTATION_TRANSLATION
8977,miniLM_labels,anxiety,obvious_missing_label,Strong cue exists but label is not assigned.,"i need to do it myself to understand, can i try drawing it on a board or something?","request_representation, physical, self_monitoring, question","Active engagement,Low productive_struggle",REPRESENTATION_TRANSLATION
8977,miniLM_labels,diagrammatic,obvious_missing_label,Strong cue exists but label is not assigned.,"i need to do it myself to understand, can i try drawing it on a board or something?","request_representation, physical, self_monitoring, question","Active engagement,Low productive_struggle",REPRESENTATION_TRANSLATION
8977,hope_signals,Low productive_struggle,assigned_label_unsupported,No clear support from utterance or miniLM labels.,"i need to do it myself to understand, can i try drawing it on a board or something?","request_representation, physical, self_monitoring, question","Active engagement,Low productive_struggle",REPRESENTATION_TRANSLATION
8978,miniLM_labels,request_representation,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"combined solids na, surface area calculation is very confusing, like when to add what. can we use clay models or actual objects to like paint the surface and see what area is there?","request_representation, physical, confusion, graphical, question","High load_risk,High ki_score",REPRESENTATION_TRANSLATION
8978,miniLM_labels,physical,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"combined solids na, surface area calculation is very confusing, like when to add what. can we use clay models or actual objects to like paint the surface and see what area is there?","request_representation, physical, confusion, graphical, question","High load_risk,High ki_score",REPRESENTATION_TRANSLATION
8978,miniLM_labels,graphical,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"combined solids na, surface area calculation is very confusing, like when to add what. can we use clay models or actual objects to like paint the surface and see what area is there?","request_representation, physical, confusion, graphical, question","High load_risk,High ki_score",REPRESENTATION_TRANSLATION
8978,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"combined solids na, surface area calculation is very confusing, like when to add what. can we use clay models or actual objects to like paint the surface and see what area is there?","request_representation, physical, confusion, graphical, question","High load_risk,High ki_score",REPRESENTATION_TRANSLATION
8978,miniLM_labels,procedural_focus,obvious_missing_label,Strong cue exists but label is not assigned.,"combined solids na, surface area calculation is very confusing, like when to add what. can we use clay models or actual objects to like paint the surface and see what area is there?","request_representation, physical, confusion, graphical, question","High load_risk,High ki_score",REPRESENTATION_TRANSLATION
8979,miniLM_labels,request_representation,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"can we use some real things to see this, like blocks or something?","request_representation, physical, curiosity, question",High ki_score,REPRESENTATION_TRANSLATION
8979,miniLM_labels,physical,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"can we use some real things to see this, like blocks or something?","request_representation, physical, curiosity, question",High ki_score,REPRESENTATION_TRANSLATION
8979,miniLM_labels,curiosity,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"can we use some real things to see this, like blocks or something?","request_representation, physical, curiosity, question",High ki_score,REPRESENTATION_TRANSLATION
8979,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"can we use some real things to see this, like blocks or something?","request_representation, physical, curiosity, question",High ki_score,REPRESENTATION_TRANSLATION
8980,miniLM_labels,physical,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"that U shape graph for quadratic, can we make it with wire or play-doh? to see how it curves","request_representation, physical, graphical, curiosity, question","High ki_score,Active engagement",REPRESENTATION_TRANSLATION
8980,miniLM_labels,diagrammatic,obvious_missing_label,Strong cue exists but label is not assigned.,"that U shape graph for quadratic, can we make it with wire or play-doh? to see how it curves","request_representation, physical, graphical, curiosity, question","High ki_score,Active engagement",REPRESENTATION_TRANSLATION
8981,miniLM_labels,request_representation,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"AP is like pattern na, can we use matchsticks or coins to make the pattern increase, like 2,4,6,8...","request_representation, physical, curiosity, transfer_attempt",High ki_score,REPRESENTATION_TRANSLATION
8981,miniLM_labels,physical,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"AP is like pattern na, can we use matchsticks or coins to make the pattern increase, like 2,4,6,8...","request_representation, physical, curiosity, transfer_attempt",High ki_score,REPRESENTATION_TRANSLATION
8981,miniLM_labels,curiosity,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"AP is like pattern na, can we use matchsticks or coins to make the pattern increase, like 2,4,6,8...","request_representation, physical, curiosity, transfer_attempt",High ki_score,REPRESENTATION_TRANSLATION
8981,miniLM_labels,transfer_attempt,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"AP is like pattern na, can we use matchsticks or coins to make the pattern increase, like 2,4,6,8...","request_representation, physical, curiosity, transfer_attempt",High ki_score,REPRESENTATION_TRANSLATION
8981,miniLM_labels,question,obvious_missing_label,Strong cue exists but label is not assigned.,"AP is like pattern na, can we use matchsticks or coins to make the pattern increase, like 2,4,6,8...","request_representation, physical, curiosity, transfer_attempt",High ki_score,REPRESENTATION_TRANSLATION
8982,miniLM_labels,request_representation,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"i want to touch and see this concept, like hands-on activity, not just theory.","request_representation, physical, disengagement","Low productive_struggle,High load_risk",REPRESENTATION_TRANSLATION
8982,miniLM_labels,physical,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"i want to touch and see this concept, like hands-on activity, not just theory.","request_representation, physical, disengagement","Low productive_struggle,High load_risk",REPRESENTATION_TRANSLATION
8982,miniLM_labels,disengagement,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"i want to touch and see this concept, like hands-on activity, not just theory.","request_representation, physical, disengagement","Low productive_struggle,High load_risk",REPRESENTATION_TRANSLATION
8982,hope_signals,High load_risk,assigned_label_unsupported,No clear support from utterance or miniLM labels.,"i want to touch and see this concept, like hands-on activity, not just theory.","request_representation, physical, disengagement","Low productive_struggle,High load_risk",REPRESENTATION_TRANSLATION
8983,miniLM_labels,physical,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"if i have a circle drawn on paper, and a ruler as a line, can we see the tangent thing, how it touches at one point?","request_representation, physical, diagrammatic, curiosity, question","High ki_score,Active engagement",REPRESENTATION_TRANSLATION
8983,miniLM_labels,procedural_focus,obvious_missing_label,Strong cue exists but label is not assigned.,"if i have a circle drawn on paper, and a ruler as a line, can we see the tangent thing, how it touches at one point?","request_representation, physical, diagrammatic, curiosity, question","High ki_score,Active engagement",REPRESENTATION_TRANSLATION
8984,miniLM_labels,request_representation,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"probability like coin toss n all, can we actually toss a coin 100 times to see the results? like a real experiment","request_representation, physical, curiosity, environmental_feedback, question","High ct_score,Active engagement",WORKED_EXAMPLE
8984,miniLM_labels,physical,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"probability like coin toss n all, can we actually toss a coin 100 times to see the results? like a real experiment","request_representation, physical, curiosity, environmental_feedback, question","High ct_score,Active engagement",WORKED_EXAMPLE
8984,miniLM_labels,curiosity,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"probability like coin toss n all, can we actually toss a coin 100 times to see the results? like a real experiment","request_representation, physical, curiosity, environmental_feedback, question","High ct_score,Active engagement",WORKED_EXAMPLE
8984,miniLM_labels,environmental_feedback,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"probability like coin toss n all, can we actually toss a coin 100 times to see the results? like a real experiment","request_representation, physical, curiosity, environmental_feedback, question","High ct_score,Active engagement",WORKED_EXAMPLE
8984,miniLM_labels,topic_shift,obvious_missing_label,Strong cue exists but label is not assigned.,"probability like coin toss n all, can we actually toss a coin 100 times to see the results? like a real experiment","request_representation, physical, curiosity, environmental_feedback, question","High ct_score,Active engagement",WORKED_EXAMPLE
8984,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"probability like coin toss n all, can we actually toss a coin 100 times to see the results? like a real experiment","request_representation, physical, curiosity, environmental_feedback, question","High ct_score,Active engagement",WORKED_EXAMPLE
8984,target_policy_action,WORKED_EXAMPLE,assigned_action_unsupported,Policy action is not semantically supported by utterance/labels.,"probability like coin toss n all, can we actually toss a coin 100 times to see the results? like a real experiment","request_representation, physical, curiosity, environmental_feedback, question","High ct_score,Active engagement",WORKED_EXAMPLE
8985,miniLM_labels,self_monitoring,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,can i draw it myself with pencil and paper? sometimes that helps me understand,"request_representation, self_monitoring, diagrammatic, question","High productive_struggle,Moderate ct_score",ENCOURAGE
8985,hope_signals,High productive_struggle,assigned_label_unsupported,No clear support from utterance or miniLM labels.,can i draw it myself with pencil and paper? sometimes that helps me understand,"request_representation, self_monitoring, diagrammatic, question","High productive_struggle,Moderate ct_score",ENCOURAGE
8985,target_policy_action,ENCOURAGE,assigned_action_unsupported,Policy action is not semantically supported by utterance/labels.,can i draw it myself with pencil and paper? sometimes that helps me understand,"request_representation, self_monitoring, diagrammatic, question","High productive_struggle,Moderate ct_score",ENCOURAGE
8986,miniLM_labels,request_representation,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"the section formula, its like dividing a line right? can we use a string and mark points to see the ratio?","request_representation, physical, transfer_attempt, curiosity, question",High ki_score,REPRESENTATION_TRANSLATION
8986,miniLM_labels,physical,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"the section formula, its like dividing a line right? can we use a string and mark points to see the ratio?","request_representation, physical, transfer_attempt, curiosity, question",High ki_score,REPRESENTATION_TRANSLATION
8986,miniLM_labels,transfer_attempt,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"the section formula, its like dividing a line right? can we use a string and mark points to see the ratio?","request_representation, physical, transfer_attempt, curiosity, question",High ki_score,REPRESENTATION_TRANSLATION
8986,miniLM_labels,curiosity,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"the section formula, its like dividing a line right? can we use a string and mark points to see the ratio?","request_representation, physical, transfer_attempt, curiosity, question",High ki_score,REPRESENTATION_TRANSLATION
8986,miniLM_labels,anxiety,obvious_missing_label,Strong cue exists but label is not assigned.,"the section formula, its like dividing a line right? can we use a string and mark points to see the ratio?","request_representation, physical, transfer_attempt, curiosity, question",High ki_score,REPRESENTATION_TRANSLATION
8986,miniLM_labels,high_confidence,obvious_missing_label,Strong cue exists but label is not assigned.,"the section formula, its like dividing a line right? can we use a string and mark points to see the ratio?","request_representation, physical, transfer_attempt, curiosity, question",High ki_score,REPRESENTATION_TRANSLATION
8986,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"the section formula, its like dividing a line right? can we use a string and mark points to see the ratio?","request_representation, physical, transfer_attempt, curiosity, question",High ki_score,REPRESENTATION_TRANSLATION
8986,miniLM_labels,procedural_focus,obvious_missing_label,Strong cue exists but label is not assigned.,"the section formula, its like dividing a line right? can we use a string and mark points to see the ratio?","request_representation, physical, transfer_attempt, curiosity, question",High ki_score,REPRESENTATION_TRANSLATION
8987,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"this is too abstract, i need something i can hold or visualize better.","confusion, request_representation, physical",High load_risk,REPRESENTATION_TRANSLATION
8987,miniLM_labels,physical,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"this is too abstract, i need something i can hold or visualize better.","confusion, request_representation, physical",High load_risk,REPRESENTATION_TRANSLATION
8987,miniLM_labels,question,obvious_missing_label,Strong cue exists but label is not assigned.,"this is too abstract, i need something i can hold or visualize better.","confusion, request_representation, physical",High load_risk,REPRESENTATION_TRANSLATION
8988,miniLM_labels,request_representation,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"like if i join a cylinder and a cone, how do i find the total volume? can we use like real blocks that fit together?","request_representation, physical, confusion, transfer_attempt, question","Moderate load_risk,High ki_score",REPRESENTATION_TRANSLATION
8988,miniLM_labels,physical,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"like if i join a cylinder and a cone, how do i find the total volume? can we use like real blocks that fit together?","request_representation, physical, confusion, transfer_attempt, question","Moderate load_risk,High ki_score",REPRESENTATION_TRANSLATION
8988,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"like if i join a cylinder and a cone, how do i find the total volume? can we use like real blocks that fit together?","request_representation, physical, confusion, transfer_attempt, question","Moderate load_risk,High ki_score",REPRESENTATION_TRANSLATION
8988,miniLM_labels,transfer_attempt,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"like if i join a cylinder and a cone, how do i find the total volume? can we use like real blocks that fit together?","request_representation, physical, confusion, transfer_attempt, question","Moderate load_risk,High ki_score",REPRESENTATION_TRANSLATION
8988,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"like if i join a cylinder and a cone, how do i find the total volume? can we use like real blocks that fit together?","request_representation, physical, confusion, transfer_attempt, question","Moderate load_risk,High ki_score",REPRESENTATION_TRANSLATION
8989,miniLM_labels,request_representation,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"this concept is very abstract na, can we try to make a model or something with clay or blocks?","request_representation, physical, curiosity, abstraction_attempt, question","High ki_score,Low productive_struggle",REPRESENTATION_TRANSLATION
8989,miniLM_labels,physical,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"this concept is very abstract na, can we try to make a model or something with clay or blocks?","request_representation, physical, curiosity, abstraction_attempt, question","High ki_score,Low productive_struggle",REPRESENTATION_TRANSLATION
8989,miniLM_labels,curiosity,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"this concept is very abstract na, can we try to make a model or something with clay or blocks?","request_representation, physical, curiosity, abstraction_attempt, question","High ki_score,Low productive_struggle",REPRESENTATION_TRANSLATION
8989,hope_signals,Low productive_struggle,assigned_label_unsupported,No clear support from utterance or miniLM labels.,"this concept is very abstract na, can we try to make a model or something with clay or blocks?","request_representation, physical, curiosity, abstraction_attempt, question","High ki_score,Low productive_struggle",REPRESENTATION_TRANSLATION
8989,hope_signals,Low productive_struggle,semantic_contradiction,Hope signal conflicts with miniLM/utterance cues.,"this concept is very abstract na, can we try to make a model or something with clay or blocks?","request_representation, physical, curiosity, abstraction_attempt, question","High ki_score,Low productive_struggle",REPRESENTATION_TRANSLATION
8990,miniLM_labels,physical,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"that U shape graph, parabola, can i draw it with like a string and two pins? does that make sense?","request_representation, graphical, physical, curiosity, question","High ki_score,Moderate load_risk",REPRESENTATION_TRANSLATION
8990,miniLM_labels,curiosity,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"that U shape graph, parabola, can i draw it with like a string and two pins? does that make sense?","request_representation, graphical, physical, curiosity, question","High ki_score,Moderate load_risk",REPRESENTATION_TRANSLATION
8990,miniLM_labels,diagrammatic,obvious_missing_label,Strong cue exists but label is not assigned.,"that U shape graph, parabola, can i draw it with like a string and two pins? does that make sense?","request_representation, graphical, physical, curiosity, question","High ki_score,Moderate load_risk",REPRESENTATION_TRANSLATION
8990,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"that U shape graph, parabola, can i draw it with like a string and two pins? does that make sense?","request_representation, graphical, physical, curiosity, question","High ki_score,Moderate load_risk",REPRESENTATION_TRANSLATION
8990,hope_signals,Moderate load_risk,assigned_label_unsupported,No clear support from utterance or miniLM labels.,"that U shape graph, parabola, can i draw it with like a string and two pins? does that make sense?","request_representation, graphical, physical, curiosity, question","High ki_score,Moderate load_risk",REPRESENTATION_TRANSLATION
8991,miniLM_labels,request_representation,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,can i make a paper model of this to see how it works? i understand better with my hands.,"request_representation, physical, self_monitoring, question","High ki_score,High ct_score",REPRESENTATION_TRANSLATION
8991,miniLM_labels,physical,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,can i make a paper model of this to see how it works? i understand better with my hands.,"request_representation, physical, self_monitoring, question","High ki_score,High ct_score",REPRESENTATION_TRANSLATION
8991,miniLM_labels,self_monitoring,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,can i make a paper model of this to see how it works? i understand better with my hands.,"request_representation, physical, self_monitoring, question","High ki_score,High ct_score",REPRESENTATION_TRANSLATION
8991,hope_signals,High ct_score,assigned_label_unsupported,No clear support from utterance or miniLM labels.,can i make a paper model of this to see how it works? i understand better with my hands.,"request_representation, physical, self_monitoring, question","High ki_score,High ct_score",REPRESENTATION_TRANSLATION
8992,miniLM_labels,request_representation,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"when we combine solids, like cone on cylinder, how will i know which areas to add? can i see it with actual objects please?","request_representation, physical, confusion, environmental_feedback, question","Moderate load_risk,High ki_score",REPRESENTATION_TRANSLATION
8992,miniLM_labels,physical,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"when we combine solids, like cone on cylinder, how will i know which areas to add? can i see it with actual objects please?","request_representation, physical, confusion, environmental_feedback, question","Moderate load_risk,High ki_score",REPRESENTATION_TRANSLATION
8992,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"when we combine solids, like cone on cylinder, how will i know which areas to add? can i see it with actual objects please?","request_representation, physical, confusion, environmental_feedback, question","Moderate load_risk,High ki_score",REPRESENTATION_TRANSLATION
8992,miniLM_labels,environmental_feedback,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"when we combine solids, like cone on cylinder, how will i know which areas to add? can i see it with actual objects please?","request_representation, physical, confusion, environmental_feedback, question","Moderate load_risk,High ki_score",REPRESENTATION_TRANSLATION
8992,miniLM_labels,high_confidence,obvious_missing_label,Strong cue exists but label is not assigned.,"when we combine solids, like cone on cylinder, how will i know which areas to add? can i see it with actual objects please?","request_representation, physical, confusion, environmental_feedback, question","Moderate load_risk,High ki_score",REPRESENTATION_TRANSLATION
8992,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"when we combine solids, like cone on cylinder, how will i know which areas to add? can i see it with actual objects please?","request_representation, physical, confusion, environmental_feedback, question","Moderate load_risk,High ki_score",REPRESENTATION_TRANSLATION
8992,miniLM_labels,procedural_focus,obvious_missing_label,Strong cue exists but label is not assigned.,"when we combine solids, like cone on cylinder, how will i know which areas to add? can i see it with actual objects please?","request_representation, physical, confusion, environmental_feedback, question","Moderate load_risk,High ki_score",REPRESENTATION_TRANSLATION
8993,miniLM_labels,request_representation,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"probability of dice na, is it like if i roll a dice 100 times, will 1 come out exactly 1/6th of time? can we try it?","request_representation, physical, curiosity, question","High ki_score,Low productive_struggle",WORKED_EXAMPLE
8993,miniLM_labels,physical,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"probability of dice na, is it like if i roll a dice 100 times, will 1 come out exactly 1/6th of time? can we try it?","request_representation, physical, curiosity, question","High ki_score,Low productive_struggle",WORKED_EXAMPLE
8993,miniLM_labels,curiosity,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"probability of dice na, is it like if i roll a dice 100 times, will 1 come out exactly 1/6th of time? can we try it?","request_representation, physical, curiosity, question","High ki_score,Low productive_struggle",WORKED_EXAMPLE
8993,miniLM_labels,topic_shift,obvious_missing_label,Strong cue exists but label is not assigned.,"probability of dice na, is it like if i roll a dice 100 times, will 1 come out exactly 1/6th of time? can we try it?","request_representation, physical, curiosity, question","High ki_score,Low productive_struggle",WORKED_EXAMPLE
8993,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"probability of dice na, is it like if i roll a dice 100 times, will 1 come out exactly 1/6th of time? can we try it?","request_representation, physical, curiosity, question","High ki_score,Low productive_struggle",WORKED_EXAMPLE
8993,hope_signals,Low productive_struggle,assigned_label_unsupported,No clear support from utterance or miniLM labels.,"probability of dice na, is it like if i roll a dice 100 times, will 1 come out exactly 1/6th of time? can we try it?","request_representation, physical, curiosity, question","High ki_score,Low productive_struggle",WORKED_EXAMPLE
