index,category,utterance,old_action,new_action,rule,old_labels,new_labels
8389,8,"my calculations for surface area are coming out very large, like too large. is it correct? something is off in my method.",SOCRATIC_Q,SOCRATIC_Q,(labels-only),"algebraic, curiosity, procedural_focus, question, self_correction","algebraic, curiosity, procedural_focus, question"
8399,8,"my calculations are correct but answer is not coming right, like i double checked it.",EXPLAIN,EXPLAIN,(labels-only),"answer_attempt, procedural_focus, self_correction","answer_attempt, procedural_focus"
8409,8,"i am trying to do the sum but it's just not coming right, like something is off with my calculation or method.",EXPLAIN,EXPLAIN,(labels-only),"procedural_focus, self_correction",procedural_focus
8447,8,"i dunno what went wrong with this sum, the answer is not matching, something is off with my calculation",REVIEW,REVIEW,(labels-only),"answer_attempt, confusion, curiosity, low_confidence, procedural_focus, question, self_correction","answer_attempt, confusion, curiosity, low_confidence, procedural_focus, question"
8459,8,"i keep getting wrong answers for these AP sums even if i follow the formula, something is off with my calculation steps or understanding",REVIEW,REVIEW,(labels-only),"algebraic, confusion, low_confidence, procedural_focus, recurring_error, self_correction","algebraic, confusion, low_confidence, procedural_focus, recurring_error"
8461,8,"the proof for root 2 irrational, i don't understand how it starts from there only, the whole logic feels weird and not natural",SOCRATIC_Q,EXPLAIN,confusion->explain,"abstraction_attempt, algebraic, curiosity, question","abstraction_attempt, algebraic, confusion, curiosity, question"
8549,8,"my brain is feeling jammed, i don't understand anything now what to do",EXPLAIN,EXPLAIN,(labels-only),"cognitive_overload, curiosity, question, self_monitoring","cognitive_overload, confusion, curiosity, question, self_monitoring"
8643,8,"this is too hard for me. i don't understand anything, where do i even begin?",ENCOURAGE,ENCOURAGE,(labels-only),"curiosity, frustration, question, self_monitoring","confusion, curiosity, frustration, question, self_monitoring"
8648,8,"i used the quadratic formula but my answer is not matching the book, something is off with my calculation or steps.",EXPLAIN,EXPLAIN,(labels-only),"algebraic, answer_attempt, conflict, confusion, low_confidence, procedural_focus, self_correction","algebraic, answer_attempt, conflict, confusion, low_confidence, procedural_focus"
8659,8,"something just feels off in my calculation, i double checked but still no, is it always wrong or just sometimes?",REVIEW,REVIEW,(labels-only),"confusion, curiosity, low_confidence, procedural_focus, question, recurring_error, self_correction","confusion, curiosity, low_confidence, procedural_focus, question, recurring_error"
8683,8,"this whole thing, it feels too much. my brain is not working.",EXPLAIN,ENCOURAGE,overload->encourage,"cognitive_overload, confusion, self_monitoring","cognitive_overload, confusion, self_monitoring"
8685,8,"prob answer can't be more than 1 na? but my calculation is coming like 1.5, what went wrong?",REVIEW,REVIEW,(labels-only),"confusion, curiosity, low_confidence, procedural_focus, question, self_correction","confusion, curiosity, low_confidence, procedural_focus, question"
8704,8,"i just feel lost now, i can't even explain what i don't understand. everything is just a mess, a big mess.",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, low_confidence, physical, question, representation_shift, request_representation, self_monitoring","confusion, curiosity, low_confidence, physical, question, representation_shift, request_representation, self_monitoring"
8708,8,"that you shape graph, it's not matching with my calculations. something is wrong here.",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"confusion, diagrammatic, graphical, low_confidence, representation_shift, request_representation, self_correction","confusion, diagrammatic, graphical, low_confidence, representation_shift, request_representation"
8734,8,"When they combine shapes, like a cone on a cylinder, I just get confused where to add surface areas and where not to. My calculations are always wrong.",REVIEW,REVIEW,(labels-only),"confusion, curiosity, diagrammatic, low_confidence, question, recurring_error, self_correction","confusion, curiosity, diagrammatic, low_confidence, question, recurring_error"
8735,8,"Everything is just blurry, I need a restart or something. My head is full.",EXPLAIN,ENCOURAGE,overload->encourage,"cognitive_overload, confusion, self_monitoring","cognitive_overload, confusion, self_monitoring"
8776,8,"that area of segment question, my calculation is way off. it should be small number na, but it's coming too big.",EXPLAIN,EXPLAIN,(labels-only),"algebraic, diagrammatic, procedural_focus, self_correction","algebraic, diagrammatic, procedural_focus"
8843,8,"i write the distance formula but when i put coordinates to check collinearity, it just never works, something is wrong with my calculations i think.",REVIEW,REVIEW,(labels-only),"algebraic, confusion, curiosity, diagrammatic, low_confidence, procedural_focus, question, self_correction, self_monitoring","algebraic, confusion, curiosity, diagrammatic, low_confidence, procedural_focus, question, self_monitoring"
8893,9,"if i join a cone on a cylinder, how do i see the surface area change? like if i have actual models, will it be clearer?",EXPLAIN,REPRESENTATION_TRANSLATION,manipulative->repr_translation,"algebraic, curiosity, diagrammatic, high_confidence, question","algebraic, curiosity, diagrammatic, high_confidence, physical, question, representation_shift, request_representation"
8895,9,"this is all theory na, but how does it like actually work in real life? can you show with something?",EXPLAIN,EXPLAIN,(labels-only),"abstraction_attempt, curiosity, physical, question, transfer_attempt","abstraction_attempt, curiosity, question, transfer_attempt"
8900,9,"volume of combined solids, like if i have a cylinder and put a cone on top, can i fill them with water to see the volume?",EXPLAIN,EXPLAIN,(labels-only),"algebraic, curiosity, diagrammatic, physical, question","algebraic, curiosity, diagrammatic, question"
8902,9,i don't understand what this shape is trying to show. can we draw it out on a whiteboard or like make a model?,REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, diagrammatic, environmental_feedback, physical, question, representation_shift, request_representation","confusion, curiosity, diagrammatic, environmental_feedback, physical, question, representation_shift, request_representation"
8911,9,"when we combine solids, like a cylinder and a cone, can we see it with actual models? like how they join up?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, diagrammatic, question, representation_shift, request_representation","curiosity, diagrammatic, physical, question, representation_shift, request_representation"
8916,9,"similar figures like small triangle and big triangle, can we draw them on paper and cut them out to see they are same shape?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, diagrammatic, question, representation_shift, request_representation","curiosity, diagrammatic, physical, question, representation_shift, request_representation"
8918,9,can we like use things around us to explain this math? like the wall or the table?,EXPLAIN,EXPLAIN,(labels-only),"curiosity, physical, question, tabular, transfer_attempt","curiosity, question, tabular, transfer_attempt"
8923,9,"BPT theorem, i see the lines parallel but how does it divide sides proportionally? can you draw it on paper and cut it to show?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, curiosity, diagrammatic, question, representation_shift, request_representation","algebraic, curiosity, diagrammatic, physical, question, representation_shift, request_representation"
8980,9,"that you shape graph for quadratic, can we make it with wire or play-doh? to see how it curves",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, curiosity, diagrammatic, graphical, question, representation_shift, request_representation","algebraic, curiosity, diagrammatic, graphical, physical, question, representation_shift, request_representation"
8987,9,"this is too abstract, i need something i can hold or visualize better.",EXPLAIN,REPRESENTATION_TRANSLATION,manipulative->repr_translation,"abstraction_attempt, physical, self_monitoring","abstraction_attempt, physical, representation_shift, request_representation, self_monitoring"
8998,9,"BPT theorem na, can we like draw a triangle on paper and then cut it and show how the parallel line divides sides?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, curiosity, diagrammatic, question, representation_shift, request_representation","algebraic, curiosity, diagrammatic, physical, question, representation_shift, request_representation"
9015,9,"if i put a hemisphere on top of a cylinder, how does the surface area change? can we use real objects to visualize it please?",EXPLAIN,REPRESENTATION_TRANSLATION,manipulative->repr_translation,"algebraic, curiosity, diagrammatic, question","algebraic, curiosity, diagrammatic, physical, question, representation_shift, request_representation"
9021,9,"this combined solids thing, like a hemisphere on a cylinder, how can i imagine the surface area? can we make it with play-doh?",VERBAL_ANALOGY,VERBAL_ANALOGY,(labels-only),"algebraic, curiosity, diagrammatic, question, verbal_analogy","algebraic, curiosity, diagrammatic, physical, question, verbal_analogy"
9029,9,"i just can't imagine this in my head, can we like draw it out on a big board or something?",EXPLAIN,REPRESENTATION_TRANSLATION,visual->repr_translation,"anxiety, cognitive_overload, curiosity, diagrammatic, environmental_feedback, low_confidence, question, representation_shift, request_representation, verbal_analogy","anxiety, cognitive_overload, curiosity, diagrammatic, environmental_feedback, low_confidence, question, representation_shift, request_representation"
9032,9,"i think i need to physically move things around to get this, my brain is not getting it",EXPLAIN,REPRESENTATION_TRANSLATION,manipulative->repr_translation,"cognitive_overload, physical, self_monitoring","cognitive_overload, physical, representation_shift, request_representation, self_monitoring"
9033,9,"that you shape graph na, can we like bend a wire or something to see how it forms?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, diagrammatic, graphical, question, representation_shift, request_representation","curiosity, diagrammatic, graphical, physical, question, representation_shift, request_representation"
9039,9,"area of segment is so hard to picture, can we draw it on paper and cut it out to see how it works?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, curiosity, diagrammatic, question, representation_shift, request_representation","algebraic, curiosity, diagrammatic, physical, question, representation_shift, request_representation"
9040,9,"that you shape graph for quadratic, can we like bend a wire to show it? then it makes sense why it crosses x-axis.",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, curiosity, diagrammatic, graphical, question, representation_shift, request_representation","algebraic, curiosity, diagrammatic, graphical, physical, question, representation_shift, request_representation"
9045,9,"sin cos for 30 45 60 degrees, can we use like actual triangles cut from paper and measure sides? i always forget.",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, curiosity, diagrammatic, low_confidence, prerequisite_awareness, prerequisite_weakness, question, recurring_error, representation_shift, request_representation","algebraic, curiosity, diagrammatic, low_confidence, physical, prerequisite_awareness, prerequisite_weakness, question, recurring_error, representation_shift, request_representation"
9048,9,"i need to see this working in front of me, like practically. can we use physical objects to prove it?",EXPLAIN,REPRESENTATION_TRANSLATION,manipulative->repr_translation,"abstraction_attempt, curiosity, physical, question, self_monitoring","abstraction_attempt, curiosity, physical, question, representation_shift, request_representation, self_monitoring"
9062,9,"for BPT theorem, if we draw lines on paper and cut them, will it prove anything? i need to see it working.",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"abstraction_attempt, algebraic, curiosity, diagrammatic, question, representation_shift, request_representation, self_monitoring","abstraction_attempt, algebraic, curiosity, diagrammatic, physical, question, representation_shift, request_representation, self_monitoring"
9072,9,"how to understand surface area of combined solids, like a cylinder with cone on top? can we have actual models to see which part to count?",EXPLAIN,REPRESENTATION_TRANSLATION,manipulative->repr_translation,"algebraic, curiosity, diagrammatic, procedural_focus, question","algebraic, curiosity, diagrammatic, physical, procedural_focus, question, representation_shift, request_representation"
9110,9,"all these abstract ideas na, can we just use some real objects to see how it works?",SOCRATIC_Q,REPRESENTATION_TRANSLATION,manipulative->repr_translation,"abstraction_attempt, curiosity, question","abstraction_attempt, curiosity, physical, question, representation_shift, request_representation"
9116,9,"how can two triangles look different but still be similar? can we draw two triangles, like one small and one big, and cut them out to see this AAA similarity?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, diagrammatic, question, representation_shift, request_representation","curiosity, diagrammatic, physical, question, representation_shift, request_representation"
9120,9,i think i understand but i wanna try it out myself with something i can hold,EXPLAIN,REPRESENTATION_TRANSLATION,manipulative->repr_translation,"physical, self_monitoring","physical, representation_shift, request_representation, self_monitoring"
9121,9,"for combined solids, like cylinder with a cone on top, how do we calculate volume? can we actually fill it with water to see?",EXPLAIN,EXPLAIN,(labels-only),"algebraic, curiosity, diagrammatic, physical, procedural_focus, question","algebraic, curiosity, diagrammatic, procedural_focus, question"
9122,9,"that you shape graph na, can we make it with wire or playdoh so I can see it's exact shape and zeroes?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, curiosity, diagrammatic, graphical, question, representation_shift, request_representation, self_monitoring","algebraic, curiosity, diagrammatic, graphical, physical, question, representation_shift, request_representation, self_monitoring"
9125,9,"BPT theorem na, can we draw parallel lines on paper and cut them, to measure and see if the ratios are same?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, curiosity, diagrammatic, question, representation_shift, request_representation","algebraic, curiosity, diagrammatic, physical, question, representation_shift, request_representation"
9135,9,"If i have a small triangle and a big triangle, can i like cut them out from paper and see if they are similar by superimposing or something?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, diagrammatic, question, representation_shift, request_representation","curiosity, diagrammatic, physical, question, representation_shift, request_representation"
9160,9,"can we use something real na? like to actually hold it and move it around, then it will make sense.",EXPLAIN,REPRESENTATION_TRANSLATION,manipulative->repr_translation,"curiosity, physical, question","curiosity, physical, question, representation_shift, request_representation"
9178,9,"that you shape graph na, can we like bend a wire to see it? like how it opens up or down",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, diagrammatic, graphical, question, representation_shift, request_representation","curiosity, diagrammatic, graphical, physical, question, representation_shift, request_representation"
9182,9,"similar triangles na, can we like draw them on paper and cut them out and see? like put one on top of other",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, diagrammatic, question, representation_shift, request_representation","curiosity, diagrammatic, physical, question, representation_shift, request_representation"
9190,9,"sir, that theorem about tangent is perpendicular to radius, can we draw a circle on paper and use a scale to see if it's really 90 degrees?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, curiosity, diagrammatic, question, representation_shift, request_representation","algebraic, curiosity, diagrammatic, physical, question, representation_shift, request_representation"
9192,9,"for BPT na, if we draw a triangle on paper and then cut it or something, can we see the ratios are same by measuring?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, curiosity, diagrammatic, question, representation_shift, request_representation","algebraic, curiosity, diagrammatic, physical, question, representation_shift, request_representation"
9194,9,"i wish i had something to play with, to change the values and see what happens for myself.",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, physical, question, representation_shift, request_representation","curiosity, question, representation_shift, request_representation"
9204,9,"the area of segment, can we shade it or something? like cut it out from paper to see what part it is.",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, curiosity, diagrammatic, question, representation_shift, request_representation","algebraic, curiosity, diagrammatic, physical, question, representation_shift, request_representation"
9210,9,"How do we get the area of sector formula? Can we cut a paper circle and like, make a slice and see it's area?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, curiosity, diagrammatic, procedural_focus, question, representation_shift, request_representation","algebraic, curiosity, diagrammatic, physical, procedural_focus, question, representation_shift, request_representation"
9215,9,Can we like cut this angle from paper and check if it matches that other angle? it's easier to see.,REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, diagrammatic, question, representation_shift, request_representation, simplification_request","curiosity, diagrammatic, physical, question, representation_shift, request_representation, simplification_request"
9219,9,i don't understand this proof by contradiction. can we use like marbles or blocks to show if something is true or false? like a logic game?,REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"abstraction_attempt, algebraic, curiosity, physical, question, representation_shift, request_representation","abstraction_attempt, algebraic, confusion, curiosity, physical, question, representation_shift, request_representation"
9241,9,"this proof by contradiction, is it like proving something wrong by acting it out in a play and showing how it messes up? can we try a simple case with like cards?",REVIEW,REVIEW,(labels-only),"abstraction_attempt, algebraic, confusion, curiosity, low_confidence, physical, question, simplification_request","abstraction_attempt, algebraic, confusion, curiosity, low_confidence, question, simplification_request"
9244,9,"show me with actual real objects na, like what does this even mean in real life?",EXPLAIN,REPRESENTATION_TRANSLATION,manipulative->repr_translation,"algebraic, curiosity, physical, question, representation_shift, request_representation, transfer_attempt","algebraic, curiosity, physical, question, representation_shift, request_representation, transfer_attempt"
9246,9,"the you shape graph, can we like bend a wire to make it and see how it changes when numbers change?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, diagrammatic, graphical, question, representation_shift, request_representation","curiosity, diagrammatic, graphical, physical, question, representation_shift, request_representation"
9247,9,can we take some cutouts of like triangles and make them bigger or smaller but keep the same shape? for similar figures na.,EXPLAIN,REPRESENTATION_TRANSLATION,manipulative->repr_translation,"curiosity, diagrammatic, physical, question","curiosity, diagrammatic, physical, question, representation_shift, request_representation"
9254,9,"sector and segment, can we cut a paper circle and like, see which part is what? it's confusing without seeing it.",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, confusion, curiosity, diagrammatic, procedural_focus, question, representation_shift, request_representation","algebraic, confusion, curiosity, diagrammatic, physical, procedural_focus, question, representation_shift, request_representation"
9261,9,similar figures means same shape different size na? can we like draw two similar triangles on paper and then cut them out to check?,REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, diagrammatic, question, representation_shift, request_representation","curiosity, diagrammatic, physical, question, representation_shift, request_representation"
9286,9,"that you shape graph na, can we like take a flexible wire or something and actually bend it to see how it changes? like when coefficients change?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, diagrammatic, graphical, question, representation_shift, request_representation","curiosity, diagrammatic, graphical, physical, question, representation_shift, request_representation"
9292,9,"my brain does not get these theoretical explanations only, i need to actually try it out myself or see a real example with objects.",EXPLAIN,REPRESENTATION_TRANSLATION,manipulative->repr_translation,"cognitive_overload, self_monitoring","cognitive_overload, physical, representation_shift, request_representation, self_monitoring"
9295,9,"similar figures means same shape but different size na? can we like print two triangles, one small one big, and cut them to see they are same shape?",EXPLAIN,REPRESENTATION_TRANSLATION,manipulative->repr_translation,"curiosity, diagrammatic, question","curiosity, diagrammatic, physical, question, representation_shift, request_representation"
9296,9,"that parabola you shape na, can we like bend a wire or something to see how it forms, it just looks like a curve on paper.",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, curiosity, diagrammatic, graphical, question, representation_shift, request_representation","algebraic, curiosity, diagrammatic, graphical, physical, question, representation_shift, request_representation"
9311,9,"this is hard to imagine in my head, can we do something practical with it?",EXPLAIN,EXPLAIN,(labels-only),"cognitive_overload, curiosity, physical, question, transfer_attempt, verbal_analogy","cognitive_overload, curiosity, question, transfer_attempt, verbal_analogy"
9312,9,combined solids surface area is tough. can we see some actual models made by joining like a cone on top of cylinder? how to count sides then?,EXPLAIN,REPRESENTATION_TRANSLATION,manipulative->repr_translation,"algebraic, curiosity, diagrammatic, question","algebraic, curiosity, diagrammatic, physical, question, representation_shift, request_representation"
9317,9,that you shape graph na? can we like bend a wire or something to make it? i wanna see how it forms.,REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, diagrammatic, graphical, question, representation_shift, request_representation","curiosity, diagrammatic, graphical, physical, question, representation_shift, request_representation"
9318,9,can we cut paper to see what you mean? like how that shape changes.,REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, curiosity, diagrammatic, question, representation_shift, request_representation","algebraic, curiosity, diagrammatic, physical, question, representation_shift, request_representation"
9320,9,like ice cream cone na? how to find volume of that? can we like fill a real cone and cylinder with water and measure?,EXPLAIN,EXPLAIN,(labels-only),"algebraic, curiosity, diagrammatic, physical, question","algebraic, curiosity, diagrammatic, question"
9322,9,"similar triangles. if i cut two triangles from paper with same angles but different sizes, will they match perfectly if i put one on top? can we try?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, diagrammatic, question, representation_shift, request_representation","curiosity, diagrammatic, physical, question, representation_shift, request_representation"
9328,9,"Similar figures, can you show with like two different size triangles cut from paper? Like one small one big but same shape.",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, diagrammatic, question, representation_shift, request_representation","curiosity, diagrammatic, physical, question, representation_shift, request_representation"
9334,9,Can you like point to something around us that shows this? Like in the room only?,EXPLAIN,EXPLAIN,(labels-only),"curiosity, physical, question, transfer_attempt","curiosity, question, transfer_attempt"
9345,9,"that you shape graph for quadratic, can we like bend a wire or something to make different parabolas? how does the formula change the bend?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, curiosity, diagrammatic, graphical, procedural_focus, question, representation_shift, request_representation","algebraic, curiosity, diagrammatic, graphical, physical, procedural_focus, question, representation_shift, request_representation"
9364,9,"the BPT theorem, about parallel lines cutting sides proportionally. can we draw a big triangle on paper and then cut it into smaller similar triangles to see this?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, curiosity, diagrammatic, question, representation_shift, request_representation","algebraic, curiosity, diagrammatic, physical, question, representation_shift, request_representation"
9375,9,"plotting points on a graph, can we like take a grid paper and plot these points for distance formula and see the length? it will be better to understand.",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, curiosity, diagrammatic, graphical, procedural_focus, question, representation_shift, request_representation","algebraic, curiosity, diagrammatic, graphical, physical, procedural_focus, question, representation_shift, request_representation"
9384,9,"i don't understand this concept at all, can we do a practical activity for it?",EXPLAIN,EXPLAIN,(labels-only),"abstraction_attempt, curiosity, physical, question, transfer_attempt","abstraction_attempt, confusion, curiosity, question, transfer_attempt"
9386,9,this diagram is confusing me so much. can we like use real objects to see this?,REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"confusion, curiosity, diagrammatic, question, representation_shift, request_representation","confusion, curiosity, diagrammatic, physical, question, representation_shift, request_representation"
9387,9,"the two tangents from external point na, how do they become equal? can we cut paper circle and check?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, diagrammatic, question, representation_shift, request_representation","curiosity, diagrammatic, physical, question, representation_shift, request_representation"
9388,9,"similar figures like small triangle big triangle, can we like print them and cut them out and compare? it will be more clear.",EXPLAIN,REPRESENTATION_TRANSLATION,manipulative->repr_translation,"curiosity, diagrammatic, high_confidence, question, verbal_analogy","curiosity, diagrammatic, high_confidence, physical, question, representation_shift, request_representation, verbal_analogy"
9425,9,"i think i get it better if i can like manipulate something physically, i'm not an abstract thinker only.",QUIZ,REPRESENTATION_TRANSLATION,manipulative->repr_translation,"abstraction_attempt, high_confidence, self_monitoring","abstraction_attempt, high_confidence, physical, representation_shift, request_representation, self_monitoring"
9437,9,how that you shape graph comes? can we like bend a wire to show it? i want to see the curve.,REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, diagrammatic, graphical, question, representation_shift, request_representation, self_monitoring","curiosity, diagrammatic, graphical, physical, question, representation_shift, request_representation, self_monitoring"
9440,9,"similar figures na, can we draw two triangles on paper and cut them out and like superimpose them to see they are same shape?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, diagrammatic, question, representation_shift, request_representation","curiosity, diagrammatic, physical, question, representation_shift, request_representation"
9450,9,how does this actually work in real life? can we try it out with some real objects?,EXPLAIN,REPRESENTATION_TRANSLATION,manipulative->repr_translation,"curiosity, physical, question, transfer_attempt","curiosity, physical, question, representation_shift, request_representation, transfer_attempt"
9478,9,"when we combine shapes for surface area, like cylinder on cone, can we see it with actual models? i get confused what surface is exposed",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, confusion, curiosity, diagrammatic, question, representation_shift, request_representation, self_monitoring","algebraic, confusion, curiosity, diagrammatic, physical, question, representation_shift, request_representation, self_monitoring"
9501,9,"When we combine shapes like a cylinder and a cone, can we like take actual shapes and see how they fit together? or like cut them from paper?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, diagrammatic, question, representation_shift, request_representation","curiosity, diagrammatic, physical, question, representation_shift, request_representation"
9502,9,Is there some real thing we can play with to understand this better? like something we can move around?,REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, physical, question, representation_shift, request_representation","curiosity, question, representation_shift, request_representation"
9510,9,can you give me a graph paper so i can plot the points myself for this cartesian system? i always mess up positive and negative directions.,REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, diagrammatic, graphical, low_confidence, question, recurring_error, representation_shift, request_representation, self_monitoring","curiosity, diagrammatic, graphical, low_confidence, physical, question, recurring_error, representation_shift, request_representation, self_monitoring"
9514,9,"similar figures na, what if we take two printouts of like a triangle, one small one big, and cut them out and compare? will that help?",EXPLAIN,REPRESENTATION_TRANSLATION,manipulative->repr_translation,"curiosity, diagrammatic, question, verbal_analogy","curiosity, diagrammatic, physical, question, representation_shift, request_representation, verbal_analogy"
9516,9,"that parabola thing, that you shape na, can we like bend a wire to show how it forms? maybe that helps me see it.",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, curiosity, diagrammatic, graphical, question, representation_shift, request_representation","algebraic, curiosity, diagrammatic, graphical, physical, question, representation_shift, request_representation"
9546,9,the two tangents from external point are equal na? can we like cut a paper circle and check with scale?,REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, diagrammatic, question, representation_shift, request_representation","curiosity, diagrammatic, physical, question, representation_shift, request_representation"
9554,9,"BPT theorem, similar triangles n all. can we draw two triangles, cut them out and put one on top of other to see if they match?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, curiosity, diagrammatic, question, representation_shift, request_representation","algebraic, curiosity, diagrammatic, physical, question, representation_shift, request_representation"
9557,9,"that you shape graph, for quadratic equation na? can we like plot it ourselves on graph paper with actual points to see how it curves?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, curiosity, diagrammatic, graphical, question, representation_shift, request_representation","algebraic, curiosity, diagrammatic, graphical, physical, question, representation_shift, request_representation"
9565,9,"i need something physical to hold or move around to really understand what's happening here, reading is not enough.",EXPLAIN,REPRESENTATION_TRANSLATION,manipulative->repr_translation,"curiosity, environmental_feedback, physical, question, self_monitoring","curiosity, environmental_feedback, physical, question, representation_shift, request_representation, self_monitoring"
9572,9,"when we combine shapes for volume, how does the water level change? can we do it with water and some bottles?",EXPLAIN,EXPLAIN,(labels-only),"algebraic, curiosity, physical, question","algebraic, curiosity, question"
9578,9,"all these theories are too much, can you show me with some actual stuff how it works?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"cognitive_overload, curiosity, physical, question, representation_shift, request_representation","cognitive_overload, curiosity, question, representation_shift, request_representation"
9580,9,"parabola shape, can we like bend a wire to see how it forms for different equations?",EXPLAIN,REPRESENTATION_TRANSLATION,manipulative->repr_translation,"algebraic, curiosity, diagrammatic, graphical, question","algebraic, curiosity, diagrammatic, graphical, physical, question, representation_shift, request_representation"
9583,9,"this combined solid volume, can we like stack some boxes and cylinders and pour water in it to see the actual volume? is that possible?",EXPLAIN,EXPLAIN,(labels-only),"algebraic, curiosity, diagrammatic, physical, question","algebraic, curiosity, diagrammatic, question"
9610,9,"that you shape graph, how to draw it correctly? can we use like points on a grid paper to plot it?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, diagrammatic, graphical, question, representation_shift, request_representation","curiosity, diagrammatic, graphical, physical, question, representation_shift, request_representation"
9631,9,"section formula, i don't understand how it divides the line. can we take a string and mark points, then see how it splits?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, anxiety, curiosity, diagrammatic, physical, procedural_focus, question, representation_shift, request_representation","algebraic, anxiety, confusion, curiosity, diagrammatic, physical, procedural_focus, question, representation_shift, request_representation"
