row_index,changed_fields,old_student_utterance,new_student_utterance,old_miniLM_labels,new_miniLM_labels,old_hope_signals,new_hope_signals,old_target_policy_action,new_target_policy_action
7788,student_utterance;miniLM_labels;hope_signals;target_policy_action,"i dont know what to do, everything is just confusing me right now.","i don't know what to do, everything is just confusing me right now.","confusion, cognitive_overload, low_confidence","answer_attempt, confusion, curiosity, question",High load_risk,"Moderate load_risk, Active engagement, High ct_score, Moderate ki_score",SOCRATIC_Q,EXPLAIN
7789,miniLM_labels;hope_signals;target_policy_action,"the frequency table looks wrong, like numbers are not matching up or something.","the frequency table looks wrong, like numbers are not matching up or something.","confusion, skepticism, low_confidence","confusion, low_confidence, tabular","Moderate load_risk,Active misconception","High load_risk, Low confidence",MISCONCEPTION_PROBE,REVIEW
7790,miniLM_labels;hope_signals;target_policy_action,"it's not making sense, my mind is blank.","it's not making sense, my mind is blank.","confusion, cognitive_overload, frustration","confusion, self_monitoring",High load_risk,"Moderate load_risk, Moderate ct_score, Moderate confidence",WORKED_EXAMPLE,EXPLAIN
7791,student_utterance;miniLM_labels;hope_signals;target_policy_action,"these points are supposed to be on a line but they dont look like it, something is off with calculation.","these points are supposed to be on a line but they don't look like it, something is off with calculation.","confusion, low_confidence, self_correction","diagrammatic, procedural_focus",Moderate ct_score,"Moderate kt_score, Procedural focus",VISUAL_ANALOGY,EXPLAIN
7792,miniLM_labels;hope_signals;target_policy_action,this whole thing just doesn't work for me.,this whole thing just doesn't work for me.,"frustration, disengagement, low_confidence",self_monitoring,High load_risk,"Moderate ct_score, Moderate confidence",SOCRATIC_Q,EXPLAIN
7793,miniLM_labels;hope_signals;target_policy_action,"sin theta is opposite by hypotenuse, then cosec is what? i always mix them up.","sin theta is opposite by hypotenuse, then cosec is what? i always mix them up.","confusion, low_confidence, self_correction, question","algebraic, curiosity, low_confidence, question, recurring_error",Moderate load_risk,"Moderate load_risk, Low confidence, Recurring error, Recurring Misconception",BRIDGE_RECAP,REVIEW
7794,student_utterance;miniLM_labels;hope_signals;target_policy_action,"consistent, inconsistent, infinite solutions, no solutions... its all a jumble, i cant tell them apart.","consistent, inconsistent, infinite solutions, no solutions... it's all a jumble, i can't tell them apart.","confusion, cognitive_overload","cognitive_overload, confusion, low_confidence, self_monitoring",High load_risk,"High load_risk, Low confidence, Cognitive overload, Moderate ct_score",VISUAL_ANALOGY,ENCOURAGE
7795,student_utterance;miniLM_labels;hope_signals;target_policy_action,"i dont get it at all, nothing is clear in my head.","i don't get it at all, nothing is clear in my head.","confusion, cognitive_overload, low_confidence","cognitive_overload, confusion",High load_risk,"High load_risk, Cognitive overload",SOCRATIC_Q,EXPLAIN
7796,miniLM_labels;hope_signals;target_policy_action,"this tangent length thing, it's not sticking, i feel like i understood but then i get stuck.","this tangent length thing, it's not sticking, i feel like i understood but then i get stuck.","confusion, low_confidence, self_monitoring","confusion, diagrammatic, low_confidence, physical, representation_shift, request_representation, self_monitoring","Moderate load_risk,Moderate ct_score","High load_risk, Low confidence, Active engagement, Moderate ct_score",WORKED_EXAMPLE,REPRESENTATION_TRANSLATION
7797,student_utterance;miniLM_labels;hope_signals;target_policy_action,"the contradiction proof method, its like i start okay but then i just lose the thread, whats wrong with me?","the contradiction proof method, it's like i start okay but then i just lose the thread, what's wrong with me?","confusion, low_confidence, frustration, self_correction, question","abstraction_attempt, algebraic, confusion, curiosity, environmental_feedback, frustration, low_confidence, physical, procedural_focus, question, self_monitoring",High load_risk,"High load_risk, Low confidence, Active engagement, High ct_score",MISCONCEPTION_PROBE,ENCOURAGE
7798,miniLM_labels;hope_signals,"this diagram is not making sense to me at all, something is wrong with it","this diagram is not making sense to me at all, something is wrong with it","confusion, diagrammatic, cognitive_overload","confusion, diagrammatic, low_confidence, representation_shift, request_representation",High load_risk,"High load_risk, Low confidence, Active engagement, Moderate ki_score",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION
7799,student_utterance;miniLM_labels;hope_signals;target_policy_action,"the parabola graph keeps messing up for me, like it just doesnt look right on the paper","the parabola graph keeps messing up for me, like it just doesn't look right on the paper","confusion, graphical, low_confidence","algebraic, diagrammatic, graphical, representation_shift, request_representation, self_monitoring","Moderate load_risk, Low productive_struggle","Active engagement, Moderate ct_score, Moderate ki_score, High ki_score opportunity",VISUAL_ANALOGY,REPRESENTATION_TRANSLATION
7800,student_utterance;miniLM_labels;hope_signals;target_policy_action,"i'm just not getting it, like my brain is stuck or something, i cant move forward","i'm just not getting it, like my brain is stuck or something, i can't move forward","confusion, cognitive_overload, frustration","cognitive_overload, confusion, low_confidence, self_monitoring",High load_risk,"High load_risk, Low confidence, Cognitive overload, Moderate ct_score",METACOGNITIVE_REFLECT,ENCOURAGE
7801,student_utterance;miniLM_labels;hope_signals;target_policy_action,"these sin cos tan things, i dont know how they relate, the whole relation feels off sometimes","these sin cos tan things, i don't know how they relate, the whole relation feels off sometimes","confusion, low_confidence, skepticism","algebraic, confusion, curiosity, question","Moderate ct_score, Low productive_struggle","Moderate load_risk, Active engagement, High ct_score, Moderate ki_score",BRIDGE_RECAP,EXPLAIN
7802,student_utterance;miniLM_labels;hope_signals;target_policy_action,"this whole thing is just too much, i cant see the connection between steps","this whole thing is just too much, i can't see the connection between steps","confusion, cognitive_overload, frustration","cognitive_overload, low_confidence, procedural_focus, self_monitoring",High load_risk,"High load_risk, Low confidence, Cognitive overload, Moderate ct_score",EXPLAIN,ENCOURAGE
7803,miniLM_labels;hope_signals;target_policy_action,"consistent inconsistent dependent, it all feels same na? i always forget which is which one is for what","consistent inconsistent dependent, it all feels same na? i always forget which is which one is for what","confusion, low_confidence, cognitive_overload, question","curiosity, low_confidence, prerequisite_awareness, prerequisite_weakness, question, recurring_error","Moderate load_risk, Moderate ct_score","Moderate load_risk, Low confidence, Recurring error, Recurring Misconception",SOCRATIC_Q,BRIDGE_RECAP
7804,miniLM_labels;hope_signals;target_policy_action,"this contradiction proof, is it like a trick or something? doesn't feel right to start by assuming false","this contradiction proof, is it like a trick or something? doesn't feel right to start by assuming false","skepticism, confusion, low_confidence, question","abstraction_attempt, algebraic, answer_attempt, curiosity, physical, question, representation_shift, request_representation, shortcut_seeking, skepticism",Moderate productive_struggle,"Surface engagement, Low productive_struggle, Active engagement, High ct_score",EXPLAIN,REPRESENTATION_TRANSLATION
7805,student_utterance;miniLM_labels;hope_signals;target_policy_action,"i dont think i understood anything, it's all hazy in my head, like a blur","i don't think i understood anything, it's all hazy in my head, like a blur","confusion, low_confidence, cognitive_overload","cognitive_overload, confusion, self_monitoring",High load_risk,"High load_risk, Cognitive overload, Moderate ct_score, Moderate confidence",REVIEW,EXPLAIN
7806,miniLM_labels;hope_signals;target_policy_action,"when we join shapes, the surface area part is weird, like which sides to count and which not to count","when we join shapes, the surface area part is weird, like which sides to count and which not to count","confusion, procedural_focus, diagrammatic, question","algebraic, curiosity, question","Moderate load_risk, Active misconception check","Active engagement, High ct_score, Moderate ki_score",MISCONCEPTION_PROBE,SOCRATIC_Q
7807,miniLM_labels;hope_signals;target_policy_action,"that AP formula `a+(n-1)d`, the `n-1` part always feels weird to me, is it always right for all APs?","that AP formula `a+(n-1)d`, the `n-1` part always feels weird to me, is it always right for all APs?","confusion, skepticism, procedural_focus, question","algebraic, answer_attempt, curiosity, procedural_focus, question","Moderate ct_score, Low productive_struggle","Active engagement, High ct_score, Moderate ki_score, Moderate kt_score",SOCRATIC_Q,EXPLAIN
7808,student_utterance;miniLM_labels;hope_signals;target_policy_action,"it just feels wrong, i cant put my finger on it, like the numbers are right but the method feels off","it just feels wrong, i can't put my finger on it, like the numbers are right but the method feels off","confusion, low_confidence, cognitive_overload","confusion, low_confidence, procedural_focus, self_monitoring",High load_risk,"High load_risk, Low confidence, Moderate ct_score, Moderate kt_score",SOCRATIC_Q,REVIEW
7809,student_utterance;miniLM_labels;hope_signals;target_policy_action,"this parabola graph is just not making sense, my plotting is always off and i dont know why","this parabola graph is just not making sense, my plotting is always off and i don't know why","confusion, graphical, low_confidence","algebraic, confusion, curiosity, graphical, low_confidence, question, recurring_error, representation_shift, request_representation",Moderate load_risk,"High load_risk, Low confidence, Recurring error, Recurring Misconception",VISUAL_ANALOGY,REVIEW
7810,student_utterance;miniLM_labels;hope_signals;target_policy_action,"idk what im doing, i think i lost track of everything, its all jumbled","idk what I'm doing, i think i lost track of everything, it's all jumbled","confusion, cognitive_overload, frustration","cognitive_overload, confusion, curiosity, question, self_monitoring",High load_risk,"High load_risk, Cognitive overload, Active engagement, High ct_score",BRIDGE_RECAP,EXPLAIN
7811,student_utterance;miniLM_labels;hope_signals;target_policy_action,"the proof for root 3 irrational, i do all the steps but it doesnt feel right, like something is missing in my logic","the proof for root 3 irrational, i do all the steps but it doesn't feel right, like something is missing in my logic","confusion, low_confidence, skepticism","abstraction_attempt, algebraic, physical, procedural_focus, representation_shift, request_representation, skepticism",Active misconception,"Active engagement, High ct_score, High ki_score, High ki_score opportunity",MISCONCEPTION_PROBE,REPRESENTATION_TRANSLATION
7812,student_utterance;miniLM_labels;hope_signals;target_policy_action,"this whole thing is a mess in my head, can u like restart from somewhere basic pls?","this whole thing is a mess in my head, can you like restart from somewhere basic please?","cognitive_overload, frustration, confusion, question","cognitive_overload, curiosity, question, simplification_request",High load_risk,"Moderate load_risk, Cognitive overload, Active engagement, High ct_score",BRIDGE_RECAP,EXPLAIN
7813,student_utterance;miniLM_labels;hope_signals;target_policy_action,"sin cos tan, i know the ratios but in the problems i just get stuck, feels like im doing something wrong always","sin cos tan, i know the ratios but in the problems i just get stuck, feels like I'm doing something wrong always","low_confidence, procedural_focus, confusion","algebraic, confusion, low_confidence, recurring_error",Moderate ct_score,"High load_risk, Low confidence, Recurring error, Recurring Misconception",WORKED_EXAMPLE,REVIEW
7814,student_utterance;miniLM_labels;hope_signals;target_policy_action,"my answer doesnt match the book but i checked my calculations, something is off with my understanding only i think","my answer doesn't match the book but i checked my calculations, something is off with my understanding only i think","self_correction, low_confidence, confusion","conflict, procedural_focus, self_correction, self_monitoring",Moderate load_risk,"Active misconception check, Moderate ct_score, Moderate kt_score, Procedural focus",SOCRATIC_Q,EXPLAIN
7815,student_utterance;miniLM_labels;hope_signals;target_policy_action,"this section formula, why does it have 'm' and 'n' like that? i always mess up which one goes where, its very confusing.","this section formula, why does it have 'm' and 'n' like that? i always mess up which one goes where, it's very confusing.","confusion, procedural_focus, low_confidence, question","algebraic, confusion, curiosity, low_confidence, procedural_focus, question, recurring_error",Moderate load_risk,"High load_risk, Low confidence, Recurring error, Recurring Misconception",EXPLAIN,REVIEW
7816,student_utterance;miniLM_labels;hope_signals;target_policy_action,"when combining shapes, sometimes we add, sometimes subtract area, i always guess wrong, its so confusing what to do.","when combining shapes, sometimes we add, sometimes subtract area, i always guess wrong, it's so confusing what to do.","confusion, procedural_focus, low_confidence, question","confusion, curiosity, low_confidence, procedural_focus, question, recurring_error, shortcut_seeking",Active misconception,"High load_risk, Low confidence, Recurring error, Recurring Misconception",MISCONCEPTION_PROBE,REVIEW
7817,student_utterance;miniLM_labels;hope_signals;target_policy_action,"mode in grouped data is just finding the highest frequency na? but sometimes my answer is diff from my friend, i dont know why.","mode in grouped data is just finding the highest frequency na? but sometimes my answer is diff from my friend, i don't know why.","confusion, skepticism, low_confidence, question","algebraic, answer_attempt, confusion, curiosity, procedural_focus, question",Moderate ct_score,"Moderate load_risk, Active engagement, High ct_score, Moderate ki_score",WORKED_EXAMPLE,REVIEW
7818,miniLM_labels;hope_signals;target_policy_action,"Something is just not clicking today, can we try again from the start?","Something is just not clicking today, can we try again from the start?","confusion, cognitive_overload, low_confidence, question","curiosity, question",High load_risk,"Active engagement, High ct_score, Moderate ki_score",BRIDGE_RECAP,SOCRATIC_Q
7819,miniLM_labels;hope_signals,"This parabola graph just looks weird, i don't understand what it's trying to show.","This parabola graph just looks weird, i don't understand what it's trying to show.","confusion, graphical, low_confidence","algebraic, curiosity, graphical, question, representation_shift, request_representation","Moderate load_risk,Moderate ct_score","Active engagement, High ct_score, Moderate ki_score, High ki_score opportunity",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION
7820,miniLM_labels;hope_signals;target_policy_action,"I don't know where to even start with this one, my mind is blank.","I don't know where to even start with this one, my mind is blank.","confusion, low_confidence, cognitive_overload","confusion, curiosity, question, self_monitoring",High load_risk,"Moderate load_risk, Active engagement, High ct_score, Moderate ki_score",WORKED_EXAMPLE,EXPLAIN
7821,miniLM_labels;hope_signals;target_policy_action,"All these formulas for mean, they kinda mess me up, like how to choose which one to use?","All these formulas for mean, they kinda mess me up, like how to choose which one to use?","confusion, cognitive_overload, low_confidence, question","algebraic, curiosity, question, self_monitoring","High load_risk,Moderate ct_score","Active engagement, High ct_score, Moderate ki_score, Moderate confidence",BRIDGE_RECAP,SOCRATIC_Q
7822,miniLM_labels;hope_signals;target_policy_action,"This proof thing na, it just feels like magic, i don't get the flow.","This proof thing na, it just feels like magic, i don't get the flow.","confusion, skepticism, low_confidence","abstraction_attempt, algebraic, confusion",Moderate load_risk,"Moderate load_risk, High ct_score, High ki_score",SOCRATIC_Q,EXPLAIN
7823,miniLM_labels;hope_signals;target_policy_action,"The diagram is making no sense, i can't see what they are trying to measure here.","The diagram is making no sense, i can't see what they are trying to measure here.","confusion, diagrammatic, frustration","curiosity, diagrammatic, low_confidence, question, representation_shift, request_representation, self_monitoring",High load_risk,"Moderate load_risk, Low confidence, Active engagement, High ct_score",VISUAL_ANALOGY,REPRESENTATION_TRANSLATION
7824,miniLM_labels;hope_signals;target_policy_action,"It's all just too much information in my head, I can't process it.","It's all just too much information in my head, I can't process it.","cognitive_overload, frustration, low_confidence","cognitive_overload, low_confidence, self_monitoring",High load_risk,"High load_risk, Low confidence, Cognitive overload, Moderate ct_score",METACOGNITIVE_REFLECT,ENCOURAGE
7825,miniLM_labels;hope_signals,"These sin cos identities na, they all blur into one, i forget which is which.","These sin cos identities na, they all blur into one, i forget which is which.","confusion, low_confidence, cognitive_overload","algebraic, cognitive_overload, confusion, curiosity, low_confidence, prerequisite_awareness, prerequisite_weakness, question",Moderate load_risk,"High load_risk, Low confidence, Cognitive overload, Prerequisite awareness",BRIDGE_RECAP,BRIDGE_RECAP
7826,miniLM_labels;hope_signals;target_policy_action,"I don't know why this sum is not working, i followed the steps but answer is wrong.","I don't know why this sum is not working, i followed the steps but answer is wrong.","confusion, frustration, low_confidence, self_correction","answer_attempt, confusion, curiosity, low_confidence, procedural_focus, question","Moderate load_risk,Active misconception","High load_risk, Low confidence, Active engagement, High ct_score",MISCONCEPTION_PROBE,REVIEW
7827,miniLM_labels;hope_signals;target_policy_action,This is not making sense to me at all.,This is not making sense to me at all.,"confusion, low_confidence",confusion,High load_risk,Moderate load_risk,SOCRATIC_Q,EXPLAIN
7828,miniLM_labels;hope_signals;target_policy_action,"this whole thing is just not sitting right, something is wrong with my understanding.","this whole thing is just not sitting right, something is wrong with my understanding.","confusion, low_confidence","answer_attempt, confusion, low_confidence",High load_risk,"High load_risk, Low confidence, Moderate kt_score, Moderate confidence",SOCRATIC_Q,ENCOURAGE
7829,miniLM_labels;hope_signals;target_policy_action,"the graph is there, but i don't know what it's even trying to show, like where is the answer?","the graph is there, but i don't know what it's even trying to show, like where is the answer?","confusion, graphical, cognitive_overload, question","confusion, curiosity, graphical, procedural_focus, question, representation_shift, request_representation","High load_risk,Moderate ct_score","Moderate load_risk, Active engagement, High ct_score, Moderate ki_score",REPRESENTATION_TRANSLATION,REVIEW
7830,miniLM_labels;hope_signals;target_policy_action,i know the idea but i can't really explain what is wrong here in this problem.,i know the idea but i can't really explain what is wrong here in this problem.,"low_confidence, self_monitoring","confusion, curiosity, low_confidence, question, self_monitoring",Moderate load_risk,"High load_risk, Low confidence, Active engagement, High ct_score",SOCRATIC_Q,ENCOURAGE
7831,miniLM_labels;hope_signals;target_policy_action,"this proving root 2 irrational, something is off in my steps, it's not coming out right only.","this proving root 2 irrational, something is off in my steps, it's not coming out right only.","confusion, frustration, low_confidence","algebraic, answer_attempt, procedural_focus","Active misconception,High load_risk","Moderate kt_score, Procedural focus, Moderate confidence",MISCONCEPTION_PROBE,EXPLAIN
7832,student_utterance;miniLM_labels;hope_signals;target_policy_action,"sin cos, all that, i just dont feel like i have a grip, it's all so mixed up.","sin cos, all that, i just don't feel like i have a grip, it's all so mixed up.","confusion, cognitive_overload, low_confidence","algebraic, confusion, physical, representation_shift, request_representation","High load_risk,Prerequisite weakness","Moderate load_risk, Active engagement, High ki_score, High ki_score opportunity",BRIDGE_RECAP,REPRESENTATION_TRANSLATION
7833,miniLM_labels;hope_signals;target_policy_action,"my mind is just blank, i don't know what to do.","my mind is just blank, i don't know what to do.","cognitive_overload, disengagement, low_confidence","confusion, curiosity, question, self_monitoring",High load_risk,"Moderate load_risk, Active engagement, High ct_score, Moderate ki_score",ENCOURAGE,EXPLAIN
7834,student_utterance;miniLM_labels;hope_signals;target_policy_action,"mean ka formula, i apply but the numbers just dont add up correctly always. calculation error or something else?","mean ka formula, i apply but the numbers just don't add up correctly always. calculation error or something else?","confusion, procedural_focus, low_confidence, skepticism, question","algebraic, curiosity, procedural_focus, question, transfer_attempt","Moderate load_risk,Moderate ct_score","Active engagement, High ct_score, High ki_score, High kt_score",WORKED_EXAMPLE,TRANSFER_PROBLEM
7835,miniLM_labels;hope_signals;target_policy_action,"these consistent inconsistent dependent, like i understand but then i get the question wrong. why is that happening?","these consistent inconsistent dependent, like i understand but then i get the question wrong. why is that happening?","confusion, self_monitoring, low_confidence, question","confusion, curiosity, low_confidence, question, self_monitoring","Active misconception,High load_risk","High load_risk, Low confidence, Active engagement, High ct_score",MISCONCEPTION_PROBE,ENCOURAGE
7836,miniLM_labels;hope_signals,what exactly am i supposed to be doing here? it's not clear what the target is.,what exactly am i supposed to be doing here? it's not clear what the target is.,"confusion, question","confusion, curiosity, question",High load_risk,"Moderate load_risk, Active engagement, High ct_score, Moderate ki_score",EXPLAIN,EXPLAIN
7837,miniLM_labels;hope_signals;target_policy_action,"the tangent theorem, i know radius is perp to tangent but i feel like there's more to it that i'm missing.","the tangent theorem, i know radius is perp to tangent but i feel like there's more to it that i'm missing.","confusion, low_confidence, self_monitoring","algebraic, diagrammatic, high_confidence, physical, representation_shift, request_representation","Moderate load_risk,Partial mastery","High confidence, Mastery threshold met, Active engagement, High ki_score",SOCRATIC_Q,REPRESENTATION_TRANSLATION
7838,student_utterance;miniLM_labels;hope_signals;target_policy_action,"this whole sum is like not clicking, some part is off na, i cant pinpoint it","this whole sum is like not clicking, some part is off na, i can't pinpoint it","confusion, cognitive_overload, low_confidence","low_confidence, self_monitoring",High load_risk,"Moderate load_risk, Low confidence, Moderate ct_score, Moderate confidence",SOCRATIC_Q,ENCOURAGE
7839,student_utterance;miniLM_labels;hope_signals;target_policy_action,"the graph, that U shape thing, it looks all weird sometimes when i draw it. i dont get what it means always","the graph, that you shape thing, it looks all weird sometimes when i draw it. i don't get what it means always","graphical, confusion, low_confidence","confusion, curiosity, diagrammatic, graphical, question, recurring_error, representation_shift, request_representation",Moderate load_risk,"Moderate load_risk, Recurring error, Recurring Misconception, Recurring misconception",REPRESENTATION_TRANSLATION,REVIEW
7840,student_utterance;miniLM_labels;hope_signals;target_policy_action,"my brain is just not working today, i cant solve this type of sum, feels like i forgot everything","my brain is just not working today, i can't solve this type of sum, feels like i forgot everything","frustration, cognitive_overload, low_confidence","cognitive_overload, confusion, low_confidence, prerequisite_awareness, prerequisite_weakness, procedural_focus, self_monitoring",High load_risk,"High load_risk, Low confidence, Cognitive overload, Prerequisite awareness",ENCOURAGE,BRIDGE_RECAP
7841,student_utterance;miniLM_labels;hope_signals;target_policy_action,"i write the steps for root 2 irrational but i dont understand why we do this contradiction part, it feels like cheating or something","i write the steps for root 2 irrational but i don't understand why we do this contradiction part, it feels like cheating or something","confusion, skepticism, low_confidence","algebraic, curiosity, procedural_focus, question","Active misconception, Moderate ct_score","Active engagement, High ct_score, Moderate ki_score, Moderate kt_score",MISCONCEPTION_PROBE,SOCRATIC_Q
7842,miniLM_labels;hope_signals;target_policy_action,"the sum of n terms formula, i know it, but when to apply it na? sometimes i use it wrong and get different answer in test","the sum of n terms formula, i know it, but when to apply it na? sometimes i use it wrong and get different answer in test","confusion, procedural_focus, low_confidence, question","algebraic, confusion, curiosity, low_confidence, procedural_focus, question, transfer_attempt",Moderate load_risk,"High load_risk, Low confidence, Active engagement, High ct_score",WORKED_EXAMPLE,REVIEW
7843,student_utterance;miniLM_labels;hope_signals;target_policy_action,"i dont know what to do next, everything looks same to me and i am just stuck","i don't know what to do next, everything looks same to me and i am just stuck","confusion, cognitive_overload, low_confidence","confusion, curiosity, hint_dependency, low_confidence, question, request_hint",High load_risk,"High load_risk, Low confidence, Active hint_dependency, Active engagement",SOCRATIC_Q,REQUEST_HINT
7844,miniLM_labels;hope_signals;target_policy_action,"when we combine shapes, like a cone on a cylinder, i always get confused about which parts surface area to take, something is not right with my calculation when i compare with ans","when we combine shapes, like a cone on a cylinder, i always get confused about which parts surface area to take, something is not right with my calculation when i compare with ans","confusion, procedural_focus, low_confidence, question","algebraic, answer_attempt, confusion, curiosity, diagrammatic, procedural_focus, question, recurring_error, self_correction, verbal_analogy","Active misconception, High load_risk","Moderate load_risk, Active misconception check, Recurring error, Recurring Misconception",MISCONCEPTION_PROBE,VERBAL_ANALOGY
7845,miniLM_labels;hope_signals,"this diagram is making me confused, i am seeing something else only, not what you are explaining","this diagram is making me confused, i am seeing something else only, not what you are explaining","diagrammatic, confusion, cognitive_overload","confusion, curiosity, diagrammatic, question, representation_shift, request_representation",High load_risk,"Moderate load_risk, Active engagement, High ct_score, Moderate ki_score",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION
7846,student_utterance;miniLM_labels;hope_signals;target_policy_action,"all these trig identities na, like sin square cos square, 1 plus tan square, they all just mix up in my head, i cant remember which is which or when to use","all these trig identities na, like sin square cos square, 1 plus tan square, they all just mix up in my head, i can't remember which is which or when to use","cognitive_overload, confusion, low_confidence","algebraic, cognitive_overload, curiosity, low_confidence, question, self_monitoring, transfer_attempt",Moderate load_risk,"High load_risk, Low confidence, Cognitive overload, Active engagement",BRIDGE_RECAP,ENCOURAGE
7847,miniLM_labels;hope_signals;target_policy_action,"consistent, inconsistent, dependent, all these names na, i always get mixed up, which one is infinite solution and which is no solution?","consistent, inconsistent, dependent, all these names na, i always get mixed up, which one is infinite solution and which is no solution?","confusion, cognitive_overload, low_confidence, question","confusion, curiosity, question, recurring_error",Moderate load_risk,"Moderate load_risk, Recurring error, Recurring Misconception, Recurring misconception",VISUAL_ANALOGY,REVIEW
7848,miniLM_labels;hope_signals;target_policy_action,"Something is not making sense here, i keep re-reading but it's like my brain is stuck.","Something is not making sense here, i keep re-reading but it's like my brain is stuck.","confusion, cognitive_overload, low_confidence","cognitive_overload, confusion, environmental_feedback, low_confidence, recurring_error, self_monitoring",High load_risk,"High load_risk, Low confidence, Cognitive overload, Recurring error",SOCRATIC_Q,REVIEW
7849,miniLM_labels;hope_signals;target_policy_action,"This consistent and inconsistent system thing na, it's just not clicking for me. what's the difference again?","This consistent and inconsistent system thing na, it's just not clicking for me. what's the difference again?","confusion, low_confidence, question","curiosity, question, self_monitoring",Moderate load_risk,"Active engagement, High ct_score, Moderate ki_score, Moderate confidence",EXPLAIN,SOCRATIC_Q
7850,miniLM_labels;hope_signals;target_policy_action,"I feel like I'm missing some basic understanding, but I don't know what it is. All is getting jumbled.","I feel like I'm missing some basic understanding, but I don't know what it is. All is getting jumbled.","confusion, low_confidence, self_monitoring, cognitive_overload","cognitive_overload, confusion, curiosity, physical, question, representation_shift, request_representation, simplification_request",Moderate load_risk,"High load_risk, Cognitive overload, Active engagement, High ct_score",BRIDGE_RECAP,REPRESENTATION_TRANSLATION
7851,student_utterance;miniLM_labels;hope_signals;target_policy_action,"These sin cos tan values for angles, they sometimes feel so random, like they dont really connect to anything real. how they came?","These sin cos tan values for angles, they sometimes feel so random, like they don't really connect to anything real. how they came?","confusion, skepticism, curiosity, question","algebraic, curiosity, diagrammatic, physical, question, representation_shift, request_representation",Moderate ct_score,"Active engagement, High ct_score, High ki_score, High ki_score opportunity",VISUAL_ANALOGY,REPRESENTATION_TRANSLATION
7852,miniLM_labels;hope_signals,"My brain is just not processing this today, everything looks muddled and confusing, i can't focus.","My brain is just not processing this today, everything looks muddled and confusing, i can't focus.","cognitive_overload, frustration, disengagement","cognitive_overload, confusion, low_confidence, self_monitoring",High load_risk,"High load_risk, Low confidence, Cognitive overload, Moderate ct_score",ENCOURAGE,ENCOURAGE
7853,miniLM_labels;hope_signals,"When we combine shapes like a cylinder and a cone, which surface area to add? The joining part na, is it there or not? This part is confusing me, where do i draw the line?","When we combine shapes like a cylinder and a cone, which surface area to add? The joining part na, is it there or not? This part is confusing me, where do i draw the line?","confusion, diagrammatic, low_confidence, misconception_clue, question","algebraic, confusion, curiosity, diagrammatic, question, representation_shift, request_representation","Active misconception, High load_risk","Moderate load_risk, Active engagement, High ct_score, Moderate ki_score",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION
7854,miniLM_labels;hope_signals;target_policy_action,"I just keep making silly mistakes in my calculations, it's not working out. I don't know why, i think i understand but answer is wrong.","I just keep making silly mistakes in my calculations, it's not working out. I don't know why, i think i understand but answer is wrong.","low_confidence, frustration, self_correction, procedural_focus","answer_attempt, confusion, curiosity, low_confidence, procedural_focus, question, recurring_error, self_correction, self_monitoring",High load_risk,"High load_risk, Low confidence, Active misconception check, Recurring error",WORKED_EXAMPLE,REVIEW
7855,miniLM_labels;hope_signals,"How do you *really* know if two figures are similar? i mean, they look similar but how to prove it everytime? Like, what's the strict rule?","How do you *really* know if two figures are similar? i mean, they look similar but how to prove it everytime? Like, what's the strict rule?","confusion, question, skepticism, cognitive_overload","abstraction_attempt, algebraic, curiosity, question, self_correction",Moderate ct_score,"Active misconception check, Active engagement, High ct_score, High ki_score",SOCRATIC_Q,SOCRATIC_Q
7856,miniLM_labels;hope_signals;target_policy_action,"This proof by contradiction na, i get the basic idea, but when i try to write it myself, it just falls apart. i can't make sense of the steps.","This proof by contradiction na, i get the basic idea, but when i try to write it myself, it just falls apart. i can't make sense of the steps.","confusion, low_confidence, procedural_focus, self_monitoring","abstraction_attempt, algebraic, curiosity, low_confidence, procedural_focus, question, self_monitoring, simplification_request",Moderate load_risk,"Moderate load_risk, Low confidence, Active engagement, High ct_score",WORKED_EXAMPLE,ENCOURAGE
7857,student_utterance;miniLM_labels;hope_signals,"These grouped frequency tables na, all these class intervals and frequencies. i just dont see the actual point of making them, what is it even showing in simple words?","These grouped frequency tables na, all these class intervals and frequencies. i just don't see the actual point of making them, what is it even showing in simple words?","confusion, skepticism, cognitive_overload, question, simplification_request","curiosity, environmental_feedback, question, simplification_request, tabular",Moderate load_risk,"Active engagement, High ct_score, Moderate ki_score",EXPLAIN,EXPLAIN
7858,student_utterance;miniLM_labels;hope_signals;target_policy_action,"i just dont understand anything on this page, it's all blank in my head","i just don't understand anything on this page, it's all blank in my head","confusion, cognitive_overload, low_confidence",cognitive_overload,High load_risk,"Moderate load_risk, Cognitive overload",BRIDGE_RECAP,EXPLAIN
7859,student_utterance;miniLM_labels;hope_signals;target_policy_action,"my lines dont cross properly on the graph, it looks messy, something is wrong","my lines don't cross properly on the graph, it looks messy, something is wrong","confusion, graphical, low_confidence","confusion, diagrammatic, graphical, low_confidence, representation_shift, request_representation","High load_risk,Active misconception","High load_risk, Low confidence, Active engagement, Moderate ki_score",MISCONCEPTION_PROBE,REPRESENTATION_TRANSLATION
