student_utterance,concept_id,miniLM_labels,hope_signals,target_policy_action,category
"This BPT theorem, my teacher makes us draw the figure again if it's confusing. But here you directly solved it without redrawing. Is there a trick to see the parallel lines always?",jemh106__basic_proportionality_theorem,"skepticism, procedural_focus, question, diagrammatic","High ki_score opportunity, Active misconception check",REPRESENTATION_TRANSLATION,7
This whole chapter feels like too much theory. Is it really useful for anything in real life or just for exams? My teacher says practice problems are enough.,INHERIT_CURRENT_CONCEPT,"skepticism, disengagement, curiosity","Low productive_struggle, Moderate ct_score",VISUAL_ANALOGY,7
"Teacher said tangents from external point are equal, but my friend drew it and it looked unequal on his rough copy. How can we be sure it's always equal length? Is it a theorem or just how it looks?",jemh110__equal_tangent_lengths,"skepticism, conflict, confusion, diagrammatic","Active misconception check, High ki_score opportunity",SOCRATIC_Q,7
"Is this just a different way of saying the same thing, or is it a completely new concept? My brain is getting mixed up between what you say and what school taught.",INHERIT_CURRENT_CONCEPT,"confusion, skepticism, cognitive_overload, conflict","High load_risk, Active misconception check",BRIDGE_RECAP,7
"The proof for root 5 being irrational in my book uses different letters like c and d, but you used a and b. Is that fine for exams or should I stick to the book's letters exactly? Will I lose marks?",jemh101__proving_irrationality_root_n,"conflict, procedural_focus, anxiety, skepticism","Active misconception check, Low confidence",EXPLAIN,7
"This method seems too complicated. My tutor showed me a simpler way last week, a shortcut for this type of problem. Are both ways valid or is one better to use in exams?",INHERIT_CURRENT_CONCEPT,"skepticism, shortcut_seeking, confusion, conflict","Low productive_struggle, Active misconception check",MISCONCEPTION_PROBE,7
"You said if all sides are equal, it's a rhombus, but my friend says it could be a square also. Who is right then? How to differentiate from coordinates only, without drawing?",jemh107__geometric_figure_properties,"conflict, confusion, skepticism, question, misconception_clue","Active misconception, High ki_score opportunity",REPRESENTATION_TRANSLATION,7
"teacher told us proof by contradiction is only for like, some geometry theorems, not for number types. but you used it for numbers, is it fine in boards?",jemh101__proof_by_contradiction_method,"conflict, skepticism, confusion","Active misconception check, High ki_score opportunity",EXPLAIN,7
"my teacher said graphical method for linear equations is only for rough work, not accurate enough for final answers. but you showed it gives exact answers, who's right?",jemh103__graphical_method_solving,"conflict, skepticism, confusion, question","Active misconception, High ki_score opportunity",REPRESENTATION_TRANSLATION,7
"this BPT theorem, my teacher just showed it for triangles with like parallel lines drawn straight. but you rotated it, can it be applied like that also?",jemh106__basic_proportionality_theorem,"skepticism, confusion, question, diagrammatic","High ki_score opportunity, Active misconception check",REPRESENTATION_TRANSLATION,7
my school teacher only taught sin square theta plus cos square theta equals one. but you showed two more pythagorean identities. are those two also important for exams or just extra?,jemh108__pythagorean_trig_identities,"conflict, question, skepticism","Moderate ct_score, High ki_score opportunity",EXPLAIN,7
"for mean of grouped data, my teacher always makes us use the direct method only. but you said assumed mean can be faster sometimes? is it reliable or what?",jemh113__mean_grouped_data,"skepticism, question, conflict","Moderate ct_score, Active misconception check",WORKED_EXAMPLE,7
"this theorem about tangent perpendicular to radius, my teacher said it's just a rule to remember. but you explained why it's perpendicular. which way should I explain it in exam?",jemh110__tangent_radius_perpendicularity,"conflict, question, skepticism, misconception_clue","Active misconception, High ki_score opportunity",SOCRATIC_Q,7
"the book's explanation for this topic is so different from what you're saying, I'm confused now. Whose method should I follow?",INHERIT_CURRENT_CONCEPT,"confusion, conflict, skepticism","High load_risk, Moderate ct_score",EXPLAIN,7
"my teacher said that way is wrong only, but you are showing it works. I don't know what to do now, I'm getting mixed up.",INHERIT_CURRENT_CONCEPT,"conflict, confusion, low_confidence","Active misconception, High load_risk",MISCONCEPTION_PROBE,7
"this concept is explained in a super complicated way in my textbook, but you made it so simple. Is the textbook just trying to confuse us or what?",INHERIT_CURRENT_CONCEPT,"skepticism, frustration, question",High ki_score opportunity,ENCOURAGE,7
"how come my school teacher gave a different formula for this thing? yours looks more straightforward, but will it be accepted in exams?",INHERIT_CURRENT_CONCEPT,"conflict, skepticism, question","Active misconception check, Moderate ct_score",EXPLAIN,7
"my school teacher says this method is wrong, but you are showing it as right. which one should i follow?",INHERIT_CURRENT_CONCEPT,"conflict, skepticism, confusion","High load_risk, Active misconception check",EXPLAIN,7
"this question's answer in the guide is different, and you are getting another answer. now what to trust?",INHERIT_CURRENT_CONCEPT,"conflict, confusion, skepticism","High load_risk, Moderate ct_score",WORKED_EXAMPLE,7
my teacher said we have to assume root 5 is rational. but what if we dont assume? will the proof still work?,jemh101__proving_irrationality_root_n,"question, skepticism, misconception_clue","High ki_score opportunity, Active misconception check",MISCONCEPTION_PROBE,7
"this parabola always opens upwards right? my teacher said so, but sometimes it opens down in questions. why is that?",jemh102__quadratic_zero_geometry,"conflict, confusion, skepticism, diagrammatic","Active misconception, High load_risk",REPRESENTATION_TRANSLATION,7
"the book says if lines are parallel, then inconsistent system. but my teacher said no solution. are they the same thing?",jemh103__system_classification,"conflict, confusion, question, skepticism","Moderate ct_score, Active misconception check",EXPLAIN,7
"why do we need to learn about this topic? my teacher just skimmed over it in class, said it's not important for boards.",INHERIT_CURRENT_CONCEPT,"skepticism, topic_shift, question","Low productive_struggle, Low ki_score",ENCOURAGE,7
"sin theta is opposite by hypotenuse always na? but in this sum, its looking like base by hyp to me. am i seeing wrong?",jemh108__fundamental_trig_ratios,"confusion, question, skepticism, self_correction","Active misconception, High load_risk",REPRESENTATION_TRANSLATION,7
"tangents from external point are always equal, my teacher said. but if the point is very far, does it still hold true? my drawing looks unequal.",jemh110__equal_tangent_lengths,"skepticism, confusion, diagrammatic, question","High ki_score opportunity, Active misconception check",SOCRATIC_Q,7
"my teacher only teaches direct method for mean, but this online thing showing assumed mean also. should i learn both or one is enough for exam?",jemh113__mean_grouped_data,"conflict, skepticism, question, shortcut_seeking","Moderate load_risk, Low productive_struggle",EXPLAIN,7
this explanation sounds different from what was in my notes. is there more than one way to think about this concept?,INHERIT_CURRENT_CONCEPT,"skepticism, confusion, question","High ki_score opportunity, Moderate ct_score",EXPLAIN,7
"My school teacher always says to do this step differently, but you are teaching like this. Which way should I follow for exams?",INHERIT_CURRENT_CONCEPT,"conflict,skepticism,question","High ki_score opportunity,Moderate ct_score",EXPLAIN,7
"Sir, in our school, they taught quadratic formula with a plus sign for the whole thing, but here it's plus-minus. Is it the same or different?",jemh104__quadratic_formula,"conflict,confusion,skepticism","Active misconception check,High ki_score opportunity",MISCONCEPTION_PROBE,7
The solution in the back of the book for this question is completely different na. My answer is not matching even after trying so many times.,INHERIT_CURRENT_CONCEPT,"conflict,frustration,skepticism","High load_risk,Moderate ct_score",WORKED_EXAMPLE,7
My teacher says a list of numbers is only AP if the common difference is positive. But what if it's negative? Is it still an AP then?,jemh105__ap_definition_identification,"conflict,misconception_clue,question,skepticism","Active misconception,High ki_score opportunity",MISCONCEPTION_PROBE,7
"Last class you said one thing, but today you are saying something else. I am confused which method is correct.",INHERIT_CURRENT_CONCEPT,"conflict,confusion,low_confidence",High load_risk,EXPLAIN,7
"For collinearity, my school said to check areas of triangle is zero. But here you are using distance formula. Both are valid na? Which is simpler?",jemh107__collinearity_of_points,"conflict,skepticism,question,procedural_focus","High ki_score opportunity,Moderate ct_score",EXPLAIN,7
"Our teacher told us to remember sin 30 as half, but here in the example, it says something else. Is there a mistake?",jemh108__trig_ratios_specific_angles,"conflict,confusion,skepticism,question","Active misconception check,Low confidence",WORKED_EXAMPLE,7
"My friend got a probability of 1.5 for an event, but I thought it always has to be less than or equal to 1. Who is right then?",jemh114__probability_range,"conflict,misconception_clue,skepticism,question","Active misconception,High ki_score opportunity",MISCONCEPTION_PROBE,7
Are you sure this is how it's done? Because my coaching teacher says something completely different.,INHERIT_CURRENT_CONCEPT,"skepticism,conflict,low_confidence","High load_risk,Moderate ct_score",ENCOURAGE,7
"We learned AAA similarity, but you keep saying AA is enough. Is that always true? What's the point of the third A then?",jemh106__aa_similarity,"conflict,skepticism,question,abstraction_attempt","High ki_score opportunity,Active engagement",SOCRATIC_Q,7
"my school teacher said this is wrong approach, but you said its correct. which one should I follow for boards?",INHERIT_CURRENT_CONCEPT,"conflict,question,skepticism","Active misconception check,High ki_score opportunity",EXPLAIN,7
"textbook gives different values for this table, are they using another method or what?",INHERIT_CURRENT_CONCEPT,"conflict,confusion,skepticism",Moderate ct_score,MISCONCEPTION_PROBE,7
"why is this method better than what ma'am taught in school? it seems more complicated, like is there a benefit?",INHERIT_CURRENT_CONCEPT,"skepticism,question,confusion",High ki_score opportunity,EXPLAIN,7
"my friend told me an easier trick for this, is it allowed in exams or not? or will marks get cut?",INHERIT_CURRENT_CONCEPT,"shortcut_seeking,skepticism,question",Low productive_struggle,METACOGNITIVE_REFLECT,7
"sir, in class we proved sin square theta plus cos square theta equals 1, but my tuition teacher showed a different way. both are right na? for boards?",jemh108__pythagorean_trig_identities,"conflict,question,skepticism",Active misconception check,EXPLAIN,7
"my school teacher said inconsistent means no solution, but the book says parallel lines for this. isn't that same thing? i'm confused.",jemh103__system_classification,"conflict,confusion,skepticism",Active misconception,REPRESENTATION_TRANSLATION,7
"my textbook has a different mean value for this grouped data set, i used assumed mean method but their answer is not matching. is the book wrong or my steps?",jemh113__mean_grouped_data,"conflict,confusion,skepticism,self_correction","Moderate ct_score,Active misconception check",WORKED_EXAMPLE,7
"the proof for root 2 irrationality, the steps in my school book are different from what you showed, like the assumptions. will both be acceptable for exam?",jemh101__proving_irrationality_root_n,"conflict,question,skepticism",High ki_score opportunity,EXPLAIN,7
"my teacher said two tangents from external point are always equal, but when I draw it, one sometimes looks slightly longer than other. is my drawing bad or is the theorem just like an ideal thing?",jemh110__equal_tangent_lengths,"skepticism,confusion,diagrammatic","Active misconception check,High ki_score opportunity",REPRESENTATION_TRANSLATION,7
"my maths guide book has a slightly different quadratic formula, like the minus b is inside the root or something. is there only one correct formula or are there variations?",jemh104__quadratic_formula,"conflict,confusion,skepticism",Active misconception,MISCONCEPTION_PROBE,7
My teacher said x^2 + 1/x is not quadratic but you said it can be if we simplify. Which one is correct?,jemh104__identifying_quadratic_equations,"conflict,skepticism,confusion,misconception_clue","Active misconception check,High load_risk",MISCONCEPTION_PROBE,7
"In school, they taught proving trig identities by starting from LHS and reaching RHS. But you are doing both sides to meet in middle. Is that allowed in boards?",jemh108__proving_trig_identities,"conflict,skepticism,question,procedural_focus","Active misconception,Moderate ct_score",WORKED_EXAMPLE,7
"My sir said this formula is wrong, but the other teacher said it's correct. I don't know who to believe.",INHERIT_CURRENT_CONCEPT,"conflict,question,skepticism,low_confidence","High ki_score opportunity,High load_risk",EXPLAIN,7
"This U-shape graph for quadratic, my teacher said it always opens upwards. But sometimes it can open downwards also na? Like -x^2.",jemh102__quadratic_zero_geometry,"conflict,confusion,skepticism,misconception_clue,graphical","Active misconception check,High load_risk",REPRESENTATION_TRANSLATION,7
"The solution in the book is super complicated, but your method was much easier. Will I lose marks if I use your shorter method in the exam?",INHERIT_CURRENT_CONCEPT,"skepticism,conflict,procedural_focus,shortcut_seeking","Low productive_struggle,High ki_score opportunity",ENCOURAGE + REVIEW,7
"For AP, my tuition teacher said common difference can be negative, but school teacher said it is always positive. Which one is right?",jemh105__ap_components_general_form,"conflict,question,misconception_clue","Moderate ct_score,Active misconception",MISCONCEPTION_PROBE,7
"My book says probability can be 0 or 1, but my brother got 0.5 in his test as a prob answer. So is it 0 or 1 only or can it be in between?",jemh114__probability_range,"skepticism,confusion,conflict,misconception_clue","Active misconception,High load_risk",SOCRATIC_Q,7
"This method you showed, my teacher said it's for higher classes only. Should I still learn it for boards?",INHERIT_CURRENT_CONCEPT,"conflict,skepticism,question,anxiety","High load_risk,Low confidence",EXPLAIN,7
"My textbook always shows BPT with triangles pointing up. But sometimes they are upside down or tilted. Does BPT still work then, or is it different?",jemh106__basic_proportionality_theorem,"confusion,skepticism,diagrammatic,question","High load_risk,Active misconception check",REPRESENTATION_TRANSLATION,7
"I got a different answer than my friend for the last problem, and both of us used correct formulas but still. Who is right?",INHERIT_CURRENT_CONCEPT,"conflict,skepticism,low_confidence,self_monitoring","High load_risk,Moderate ct_score",REVIEW,7
"for proving root 5 irrational, my teacher did steps a,b,c but you did x,y,z. both correct or only one way is fine for exam?",jemh101__proving_irrationality_root_n,"conflict,confusion,skepticism,question","Active misconception check,High ki_score opportunity",MISCONCEPTION_PROBE,7
"my tuition teacher said consistent means unique solution, but school mam said it can be infinite also. who is right?",jemh103__system_classification,"conflict,confusion,skepticism","Active misconception,High load_risk",EXPLAIN,7
"this method seems too simple for boards, is it really enough or is there some trick question always?",INHERIT_CURRENT_CONCEPT,"skepticism,low_confidence,anxiety","High load_risk,Low productive_struggle",ENCOURAGE,7
i got 3/2 as prob answer but textbook says impossible. how can prob be more than 1? is formula wrong?,jemh114__theoretical_probability_formula,"confusion,skepticism,conflict,misconception_clue","Active misconception,High load_risk",MISCONCEPTION_PROBE,7
"everybody explains this differently, i don't know which one to believe now.",INHERIT_CURRENT_CONCEPT,"confusion,conflict,skepticism,cognitive_overload","High load_risk,Low productive_struggle",EXPLAIN,7
"sin sq theta + cos sq theta = 1 na? but my friend said sometimes it's like sec sq theta - tan sq theta = 1. both cannot be correct, right?",jemh108__pythagorean_trig_identities,"conflict,confusion,skepticism,misconception_clue","Active misconception check,Moderate ct_score",EXPLAIN,7
BPT is for parallel lines only right? but my brother used it for a triangle without parallel lines in some competition. is that some advanced BPT or what?,jemh106__basic_proportionality_theorem,"skepticism,confusion,conflict,question","High ki_score opportunity,Active misconception",SOCRATIC_Q,7
"the textbook explanation for this is so long and confusing, but you explained it simply. which one should I follow for exams?",INHERIT_CURRENT_CONCEPT,"confusion,skepticism,conflict,low_confidence","High load_risk,Moderate ct_score",ENCOURAGE,7
"AP common difference can only be positive or negative? Can it be zero also? My friend said it can be, but that would just be same number repeating, is it still AP?",jemh105__ap_definition_identification,"skepticism,question,confusion,misconception_clue","Active misconception check,Moderate ct_score",MISCONCEPTION_PROBE,7
"this diagram is showing it one way, but my school teacher drew it differently on board. which one is right?",INHERIT_CURRENT_CONCEPT,"skepticism,confusion,conflict,diagrammatic","Active misconception check,High load_risk",REPRESENTATION_TRANSLATION,7
"sir, in my old school they taught it a different way only, is this new method the only correct one we should use now?",INHERIT_CURRENT_CONCEPT,"skepticism, conflict, question","Moderate ct_score, Active engagement",EXPLAIN,7
"my school teacher says this proof is too long, we can write a shorter one for the exam. but your steps are like, more detailed. which one to follow?",INHERIT_CURRENT_CONCEPT,"skepticism, conflict, self_monitoring","High ki_score opportunity, Active misconception check",EXPLAIN,7
"this doesnt make sense, the book example shows a diff final answer for the same type of question, why is that happening?",INHERIT_CURRENT_CONCEPT,"confusion, skepticism, conflict, question","High load_risk, Active misconception check",WORKED_EXAMPLE,7
"my friend said his tuition sir told him an easier way to think about this, are we doing it the hard way or something?",INHERIT_CURRENT_CONCEPT,"skepticism, shortcut_seeking, conflict","Low productive_struggle, Moderate ct_score",METACOGNITIVE_REFLECT,7
"for proving root 5 irrational, my teacher just wrote one line about coprime, but you explained it more. for exam, which one is enough marks wise?",jemh101__proving_irrationality_root_n,"skepticism, conflict, question, procedural_focus","Moderate ct_score, Active misconception check",EXPLAIN,7
"my teacher said parallel lines mean no solution for linear equations, but here it says inconsistent system. is that the same thing only or what?",jemh103__system_classification,"confusion, conflict, skepticism, question","High ki_score opportunity, Active misconception check",REPRESENTATION_TRANSLATION,7
"in BPT, my book's diagram has the parallel line inside the triangle. but in your example, it's like extending outside. is that also BPT valid or not?",jemh106__basic_proportionality_theorem,"confusion, skepticism, diagrammatic, conflict, question","Active misconception check, High ki_score opportunity",REPRESENTATION_TRANSLATION,7
my math teacher told me sin sq theta plus cos sq theta equals 1 is the most important identity. but what about the other two na? are they like less important for the exam?,jemh108__pythagorean_trig_identities,"skepticism, conflict, question, procedural_focus","Moderate ct_score, Surface engagement",EXPLAIN,7
"the book says only two tangents from an external point to a circle, but what if the point is *on* the circle itself? then it's only one na? why book isnt mentioning that clearly?",jemh110__number_of_tangents_from_a_point,"confusion, skepticism, conflict, question, misconception_clue","Active misconception, High load_risk",MISCONCEPTION_PROBE,7
"this problem with cards, my textbook says answer is one by fifty-two, but my teacher got one by twenty-six for queen of hearts. how is that possible, isnt there only one queen of hearts?",jemh114__theoretical_probability_formula,"conflict, confusion, skepticism, misconception_clue","Active misconception, High load_risk",MISCONCEPTION_PROBE,7
"my teacher said its wrong to round off too much in proofs, but u just did it. who is right then?",INHERIT_CURRENT_CONCEPT,"conflict,skepticism,question","Active misconception check,Moderate ct_score",EXPLAIN,7
"mam said if two lines intersect at a single point then only one solution, but you said parallel lines means no solution. this is confusing me.",jemh103__system_classification,"conflict,confusion,misconception_clue,question","Active misconception,High load_risk",MISCONCEPTION_PROBE,7
"for finding sum of n terms of AP, my textbook has one formula, but my school teacher gave another. both are giving same answer, why two formulas?",jemh105__sum_n_terms_formula,"conflict,skepticism,question,curiosity",High ki_score opportunity,EXPLAIN,7
this example solution in the book has one step different from what you explained. does it matter?,INHERIT_CURRENT_CONCEPT,"conflict,skepticism,confusion","Moderate ct_score,Active misconception check",WORKED_EXAMPLE,7
"the theorem says tangent is perpendicular to radius, but in my rough diagram, it doesn't look exactly 90 degree. is it only for perfect circles?",jemh110__tangent_radius_perpendicularity,"skepticism,diagrammatic,confusion,misconception_clue","Active misconception,High ki_score opportunity",REPRESENTATION_TRANSLATION,7
my teacher said a square is always a rectangle but not all rectangles are squares. but you called this figure a rectangle when all sides are equal. confused.,jemh107__geometric_figure_properties,"conflict,confusion,skepticism,misconception_clue","Active misconception,Moderate load_risk",MISCONCEPTION_PROBE,7
are we sure this method is correct? it feels different from what we learned in class.,INHERIT_CURRENT_CONCEPT,"skepticism,low_confidence,question","Low productive_struggle,Moderate ct_score",EXPLAIN,7
"for proving root 5 irrational, my teacher did it with different letters, not p/q form directly. are both ways ok for exam?",jemh101__proving_irrationality_root_n,"conflict,skepticism,question,procedural_focus","High ki_score opportunity,Active misconception check",EXPLAIN,7
"my tuition teacher said this is very important for boards but you just quickly moved on, is it not that important?",INHERIT_CURRENT_CONCEPT,"skepticism,topic_shift,anxiety,question","High load_risk,Low confidence",ENCOURAGE,7
"my friend said tan is sin/cos, but in my book it just says opp/adj. how are they related, or is one wrong?",jemh108__reciprocal_quotient_identities,"conflict,confusion,skepticism,question","Active misconception,High ki_score opportunity",MISCONCEPTION_PROBE,7
"my teacher said hcf * lcm = product of numbers, but this problem where numbers are three different ones, it doesn't work. so is the rule only for two numbers or what?",jemh101__hcf_lcm_product_relation,"conflict,skepticism,confusion,misconception_clue","Active misconception,High ki_score opportunity",MISCONCEPTION_PROBE,7
"sir, your method is good n all, but my school teacher does it a completely different way, will i get marks if I use your way?",INHERIT_CURRENT_CONCEPT,"skepticism,conflict,low_confidence","Low productive_struggle,High load_risk",ENCOURAGE,7
"some books say sum of roots is -b/a, but my cousin's book shows b/a only. which one should i remember for exam?",jemh102__quadratic_coefficients,"conflict,confusion,skepticism,misconception_clue","Active misconception,High load_risk",MISCONCEPTION_PROBE,7
"i heard inconsistent means no solution, but my tutor said infinite solutions. i'm really confused. what is correct?",jemh103__system_classification,"conflict,confusion,skepticism,misconception_clue","Active misconception,Moderate load_risk",REPRESENTATION_TRANSLATION,7
why are we learning this if my teacher says it's not important for board exams?,INHERIT_CURRENT_CONCEPT,"skepticism,disengagement,topic_shift","Low productive_struggle,High load_risk",ENCOURAGE,7
"my textbook has BPT in a triangle, but my teacher drew it outside the triangle also. is it still BPT then?",jemh106__basic_proportionality_theorem,"skepticism,confusion,diagrammatic,conflict,misconception_clue","High ki_score opportunity,Active misconception check",REPRESENTATION_TRANSLATION,7
"my friend says we have to derive sin square + cos square = 1 and all for exam, but my teacher just told us to mug it up. which way is better?",jemh108__pythagorean_trig_identities,"conflict,question,procedural_focus,skepticism","Moderate ct_score,Low productive_struggle",EXPLAIN,7
"no, but my teacher said this step is wrong only. you are doing it differently. who is right?",INHERIT_CURRENT_CONCEPT,"conflict,confusion,skepticism,misconception_clue","Active misconception,High load_risk",MISCONCEPTION_PROBE,7
"for finding mean, sir, my book says direct method is for simple data, but my teacher always uses step deviation. is step deviation always more accurate or something?",jemh113__mean_grouped_data,"conflict,question,procedural_focus,skepticism","Moderate ct_score,High ki_score opportunity",EXPLAIN,7
are there other methods for this problem also or is this the only way? my brother told me there's a trick for everything.,INHERIT_CURRENT_CONCEPT,"skepticism,curiosity,shortcut_seeking","Moderate ct_score,Low productive_struggle",SOCRATIC_Q,7
"My school teacher said consistent means solution exists, but you said unique or infinitely many. So what is the actual definition then?",jemh103__system_classification,"conflict,confusion,skepticism",Active misconception check,EXPLAIN,7
My tuition teacher always teaches sin cos tan using that SOH CAH TOA thing but in school they use opposite adj hypo. Both are same na?,jemh108__fundamental_trig_ratios,"conflict,question,skepticism",High ki_score opportunity,REPRESENTATION_TRANSLATION,7
"Teacher in school explains it one way, you explain it another way. Which method is better for exams?",INHERIT_CURRENT_CONCEPT,"conflict,skepticism,low_confidence",High load_risk,ENCOURAGE,7
"The BPT theorem proof in my textbook is so long and complicated, but your way seemed simpler. Will my school accept the simpler proof?",jemh106__basic_proportionality_theorem,"skepticism,confusion,question",Moderate ct_score,EXPLAIN,7
"My teacher said for quadratic, we *must* use factorization if possible, but you said formula is always safe. Which rule should I follow?",jemh104__solving_by_factorization,"conflict,skepticism,procedural_focus",Active misconception check,MISCONCEPTION_PROBE,7
"Sometimes you do it one way, then another time it's different. Is there one correct way or many ways to solve sums?",INHERIT_CURRENT_CONCEPT,"skepticism,confusion,self_monitoring",Low productive_struggle,METACOGNITIVE_REFLECT,7
"Proof by contradiction feels like cheating, like why can we assume something wrong to prove it? My friend said it's not proper logic.",jemh101__proof_by_contradiction_method,"skepticism,confusion,conflict",Active misconception,SOCRATIC_Q,7
"Is there only one textbook for this subject, or are there different versions? Because my friend's book has different examples for this.",INHERIT_CURRENT_CONCEPT,"question,skepticism,topic_shift",Surface engagement,EXPLAIN,7
"For finding mean in grouped data, our teacher says direct method is best, but you showed step deviation. Is one better than the other, or depends on sum?",jemh113__mean_grouped_data,"conflict,procedural_focus,skepticism",High ki_score opportunity,WORKED_EXAMPLE,7
"The answer in the guide is different, but your solution is also making sense. How to know which one is correct during exams?",INHERIT_CURRENT_CONCEPT,"conflict,confusion,low_confidence,skepticism",High load_risk,MISCONCEPTION_PROBE,7
"my school teacher says if a prime p divides a squared, then p divides a only if a is prime. but you said it works for any integer a. who is telling truth?",jemh101__theorem_p_divides_a_squared,"conflict, confusion, skepticism, misconception_clue","Active misconception, High ki_score opportunity",MISCONCEPTION_PROBE,7
"ma'am said like, whatever we learn here is for exam only, but you said maths is everywhere na? is it really useful?",INHERIT_CURRENT_CONCEPT,"skepticism, curiosity, conflict","High ki_score opportunity, Low productive_struggle",EXPLAIN,7
our textbook says a system can be consistent even if it has infinite solutions. but my tuition teacher always says unique solution is consistent. so which one is it?,jemh103__system_classification,"conflict, skepticism, question, confusion","Active misconception, High load_risk",SOCRATIC_Q,7
"for calculating mean, my school teacher always makes us use step deviation. but you use direct method also. are both okay or one is better?",jemh113__mean_grouped_data,"conflict, procedural_focus, question","Moderate load_risk, Prerequisite awareness",WORKED_EXAMPLE,7
"you always say try to think yourself, but my coaching sir says just mug up formulas for fast answer. whom to listen?",INHERIT_CURRENT_CONCEPT,"conflict, skepticism, low_confidence, self_monitoring","High load_risk, Active misconception check",ENCOURAGE,7
"when proving trig identities, my school teacher always converts everything to sin and cos. but you sometimes use other identities directly. both ways are correct na?",jemh108__proving_trig_identities,"conflict, procedural_focus, confusion","High load_risk, Active misconception check",REPRESENTATION_TRANSLATION,7
"my friend told me that the quadratic formula always gives real roots. but in class, my teacher showed us one example where it was imaginary. who is right about this?",jemh104__quadratic_formula,"skepticism, confusion, conflict, misconception_clue","High ki_score opportunity, Active misconception",MISCONCEPTION_PROBE,7
"the internet says one thing, my tuition says another. how do i know which information is reliable for my board exam?",INHERIT_CURRENT_CONCEPT,"skepticism, conflict, anxiety, question","High load_risk, Low productive_struggle",EXPLAIN,7
"for similar triangles, the textbook shows the sides in proportion but my teacher always emphasizes angles. is one more important than other or what?",jemh106__similar_figures,"conflict, skepticism, confusion, question","Active misconception check, Moderate ct_score",SOCRATIC_Q,7
"everybody is telling different shortcuts for different topics, i'm just confused which one to use. is there one way that works for everything?",INHERIT_CURRENT_CONCEPT,"frustration, conflict, shortcut_seeking, cognitive_overload","High load_risk, Low productive_struggle",METACOGNITIVE_REFLECT,7
"sir, my teacher says zeros are always integers but you said they can be fractions or irrational also. which one is correct then?",jemh102__zero_of_polynomial,"conflict,confusion,skepticism,misconception_clue","Active misconception,High ki_score opportunity",MISCONCEPTION_PROBE,7
"the solution manual has a different method na, but you are showing something else. will both give same answer?",INHERIT_CURRENT_CONCEPT,"conflict,skepticism,question",Moderate ct_score,EXPLAIN,7
"BPT is always for parallel lines cutting a triangle na, but my friend said it also works for other shapes? is that true?",jemh106__basic_proportionality_theorem,"skepticism,question,misconception_clue","Active misconception check,Moderate ct_score",MISCONCEPTION_PROBE,7
"my school teacher says we must write step-by-step everything, but this system skips some steps. will i lose marks for this in exam?",INHERIT_CURRENT_CONCEPT,"skepticism,anxiety,conflict",High load_risk,ENCOURAGE,7
the book says proof by contradiction is hard but you made it look easy. am I understanding it wrong or what?,jemh101__proof_by_contradiction_method,"skepticism,low_confidence,self_correction","Low confidence,Moderate ct_score",EXPLAIN,7
"this theorem, external tangents are equal, my sir said it's just for circles. is it also true for like ellipses or other curves?",jemh110__equal_tangent_lengths,"skepticism,question,transfer_attempt,misconception_clue","Active misconception check,High ki_score opportunity",SOCRATIC_COUNTEREXAMPLE,7
"this example seems too simple, my teacher always gives much harder ones. is this enough for the exam?",INHERIT_CURRENT_CONCEPT,"skepticism,low_confidence,question",Moderate ct_score,ENCOURAGE,7
"my book always shows n-1 for nth term of AP, but sometimes it's written as n. which one to use? like is there a difference?",jemh105__nth_term_formula,"conflict,confusion,skepticism","Active misconception,Moderate ct_score",EXPLAIN,7
"my teacher cuts marks if we don't write all the formulas, but here you just calculate directly. what's the correct way for boards?",INHERIT_CURRENT_CONCEPT,"skepticism,anxiety,conflict,procedural_focus","High load_risk,Moderate ct_score",METACOGNITIVE_REFLECT,7
"sir, you said area of triangle is zero for collinear points, but my school mam said to check slopes. both are same thing na? or one is better?",jemh107__collinearity_of_points,"conflict,confusion,skepticism,representation_shift","High ki_score opportunity,Active misconception check",REPRESENTATION_TRANSLATION,7
my school teacher said always draw diagrams with pencil but u said pen is also fine. which one is better for exam?,INHERIT_CURRENT_CONCEPT,"conflict, skepticism, question, environmental_feedback",Moderate ct_score,EXPLAIN,7
why is our school teaching this way? my tuition teacher says it's outdated and there's an easier way.,INHERIT_CURRENT_CONCEPT,"skepticism, conflict, frustration, question","High load_risk, Low productive_struggle",MISCONCEPTION_PROBE,7
sir is this method like accepted in board exam na? my teacher is very strict about steps.,INHERIT_CURRENT_CONCEPT,"skepticism, low_confidence, anxiety, question","High load_risk, Moderate ct_score",ENCOURAGE,7
"i dont know who to trust, you or my school teacher, you both say different things sometimes.",INHERIT_CURRENT_CONCEPT,"conflict, frustration, low_confidence, skepticism","High load_risk, Low productive_struggle",METACOGNITIVE_REFLECT,7
"for proving root 5 irrational, my teacher did square both sides right at start, but u said to move numbers first. which is correct way?",jemh101__proving_irrationality_root_n,"conflict, question, skepticism, misconception_clue","Active misconception check, Moderate ct_score",EXPLAIN,7
"this parabola, my sir in school said it always opens upwards only. but u showed some also open downwards. why is that?",jemh102__quadratic_zero_geometry,"conflict, confusion, question, graphical","Active misconception, High ki_score opportunity",REPRESENTATION_TRANSLATION,7
